,Number of trajectories,AUROC,AUPR,state estimator
21,22,0.9995555555555556,0.996109154783677,exact update
22,23,0.9998222222222222,0.9983663256792079,exact update
23,24,1.0,1.0,exact update
24,25,0.9999111111111111,0.9991998399359744,exact update
25,26,0.9998666666666667,0.998787424969988,exact update
26,27,0.9998222222222223,0.9985045422781273,exact update
27,28,1.0,1.0,exact update
28,29,1.0,1.0,exact update
29,30,1.0,1.0,exact update
0,1,0.8573999999999999,0.4093126458307906,exact update
1,2,0.8924444444444445,0.4602846945202325,exact update
