,Number of trajectories,AUROC,AUPR,$p_{e}$
12,13,0.9492444444444444,0.7632183361066303,0.1
13,14,0.9156,0.6776209757902504,0.1
14,15,0.9570666666666667,0.8280150402006546,0.1
15,16,0.9470666666666667,0.7786569130674194,0.1
16,17,0.9564888888888889,0.7686093474310696,0.1
17,18,0.9612888888888889,0.7916408270712797,0.1
18,19,0.9740000000000001,0.8569882268244998,0.1
19,20,0.9548888888888889,0.7900168333471195,0.1
20,21,0.9688,0.8517414991986474,0.1
21,22,0.9737777777777779,0.8650231441638935,0.1
22,23,0.9838666666666667,0.9037046761570366,0.1
23,24,0.9722666666666667,0.8595226596490697,0.1
24,25,0.9932444444444445,0.9522450669001128,0.1
25,26,0.9873333333333334,0.9289070606835814,0.1
26,27,0.9873777777777777,0.9363559241302788,0.1
27,28,0.9958222222222222,0.9743201434750008,0.1
28,29,0.9971555555555556,0.9809744868858277,0.1
29,30,0.996,0.9709714228670956,0.1
0,1,0.6203111111111111,0.16775312949210133,0.1
1,2,0.6317777777777778,0.2016048639305166,0.1
2,3,0.6919555555555555,0.24877623516104574,0.1
3,4,0.7219111111111112,0.24912262331253565,0.1
4,5,0.7823555555555555,0.2713144201228496,0.1
5,6,0.7546666666666666,0.3091685343093827,0.1
6,7,0.8085333333333333,0.31280970263376623,0.1
7,8,0.8078666666666666,0.29944066381154993,0.1
8,9,0.807911111111111,0.2864714469532756,0.1
9,10,0.8670666666666667,0.4213241903788393,0.1
10,11,0.8713333333333333,0.434572929481728,0.1
11,12,0.8497333333333333,0.4142112042333678,0.1
12,13,0.9033333333333333,0.4532701323174837,0.1
13,14,0.8232444444444444,0.38021046711713735,0.1
14,15,0.9198666666666667,0.5685026030785962,0.1
15,16,0.9177777777777778,0.5333146541013644,0.1
16,17,0.9084444444444444,0.45510846635556057,0.1
17,18,0.8941333333333334,0.4948743400961965,0.1
18,19,0.8652888888888889,0.4516581866496419,0.1
19,20,0.9095555555555557,0.47789120146113806,0.1
20,21,0.9121333333333332,0.5041776686891305,0.1
21,22,0.8681333333333333,0.4129319309142665,0.1
22,23,0.897511111111111,0.5260505804896409,0.1
23,24,0.9315555555555555,0.6333697484356414,0.1
24,25,0.928888888888889,0.5561836158456087,0.1
25,26,0.9126222222222222,0.4957083019387486,0.1
26,27,0.9093777777777778,0.43334575862903135,0.1
27,28,0.9272888888888889,0.5753730571086488,0.1
28,29,0.9313333333333333,0.5360697217974497,0.1
29,30,0.964,0.7209715457538354,0.1
0,1,0.6141777777777777,0.21714632795609506,0.1
1,2,0.6281333333333333,0.2676575068205259,0.1
2,3,0.7858666666666666,0.3906584403634076,0.1
3,4,0.7812888888888888,0.4414552835756454,0.1
4,5,0.8033777777777777,0.38718755558766427,0.1
5,6,0.8193333333333332,0.44399391883415346,0.1
6,7,0.8280000000000001,0.5139415205939313,0.1
7,8,0.8688444444444444,0.5794405390232625,0.1
8,9,0.8481777777777777,0.3756162567266608,0.1
9,10,0.9272,0.6973430005258068,0.1
10,11,0.9290222222222222,0.631411655528839,0.1
11,12,0.9263111111111112,0.6388825495925358,0.1
12,13,0.9142666666666666,0.6621285418618763,0.1
13,14,0.9203111111111112,0.7021854718447482,0.1
14,15,0.917511111111111,0.6716218205998474,0.1
15,16,0.9383555555555555,0.687789281376156,0.1
16,17,0.9440444444444445,0.6873370216606086,0.1
17,18,0.9472444444444446,0.6944923785973303,0.1
18,19,0.9547555555555556,0.7144443667269863,0.1
19,20,0.9484444444444444,0.7392697142510044,0.1
20,21,0.9546222222222223,0.7463163850741819,0.1
21,22,0.9629333333333333,0.777174714244208,0.1
22,23,0.9720444444444444,0.8514358837522676,0.1
23,24,0.9757777777777779,0.8718567419134948,0.1
24,25,0.9786222222222223,0.8752489087354487,0.1
25,26,0.953111111111111,0.778983440139589,0.1
26,27,0.9744444444444444,0.8607246793784085,0.1
27,28,0.9808888888888889,0.9030915436120485,0.1
28,29,0.9847555555555556,0.9204986268119038,0.1
29,30,0.975511111111111,0.8578349093094185,0.1
0,1,0.6355111111111111,0.1621525506987169,0.1
1,2,0.6241333333333333,0.15170019393614786,0.1
2,3,0.6696,0.1646180192524558,0.1
3,4,0.7513333333333333,0.2311420718596151,0.1
4,5,0.8000444444444446,0.3899841755960151,0.1
5,6,0.8181333333333334,0.2852307299434108,0.1
6,7,0.8529777777777777,0.4309230732220783,0.1
7,8,0.8562222222222222,0.3568630253366534,0.1
8,9,0.8324888888888888,0.37671388640585035,0.1
9,10,0.8404444444444444,0.3645222192149141,0.1
10,11,0.8422666666666666,0.28447868507279556,0.1
11,12,0.8500444444444444,0.34916983633415355,0.1
12,13,0.8603111111111111,0.3568031776044771,0.1
13,14,0.8484888888888888,0.41255756191645904,0.1
14,15,0.8873333333333333,0.37547492944116406,0.1
15,16,0.9013777777777776,0.4231701298364053,0.1
16,17,0.8928,0.3668942537858582,0.1
17,18,0.888,0.3777545499544232,0.1
18,19,0.8846222222222222,0.37134099838518786,0.1
19,20,0.9240444444444444,0.43764487811757347,0.1
20,21,0.9096888888888889,0.4045354683334106,0.1
21,22,0.9147111111111111,0.4322835322600603,0.1
22,23,0.9003555555555556,0.36727763886265435,0.1
23,24,0.8989777777777778,0.3326870188821105,0.1
24,25,0.9236,0.41983725637431585,0.1
25,26,0.9386666666666666,0.49105284623385165,0.1
26,27,0.9341777777777778,0.4346635940167247,0.1
27,28,0.9256,0.441353416898157,0.1
28,29,0.9281777777777778,0.42847761060547696,0.1
29,30,0.9440888888888889,0.4842312564371993,0.1
0,1,0.7048888888888889,0.2056764411448389,0.1
1,2,0.7410222222222222,0.2347776590911278,0.1
2,3,0.8061777777777778,0.3674168871736942,0.1
3,4,0.8314222222222222,0.4882500900197426,0.1
4,5,0.8741333333333333,0.4942196010949275,0.1
5,6,0.8627999999999999,0.46318633766235684,0.1
6,7,0.8936,0.5866031911255761,0.1
7,8,0.903911111111111,0.591464626884847,0.1
8,9,0.9314222222222222,0.6809203189515566,0.1
9,10,0.9413777777777778,0.6932447630817854,0.1
10,11,0.9262666666666666,0.6307047235363299,0.1
11,12,0.9340888888888889,0.7465554082388217,0.1
12,13,0.9546666666666668,0.7464925082845765,0.1
13,14,0.9645777777777778,0.8184378375165565,0.1
14,15,0.9532444444444443,0.7014198327472646,0.1
15,16,0.948088888888889,0.6832886748876515,0.1
16,17,0.9722666666666666,0.850807937046765,0.1
17,18,0.9569777777777778,0.7466271674231938,0.1
18,19,0.9822222222222222,0.8749119267757696,0.1
19,20,0.9695111111111112,0.840743374267205,0.1
20,21,0.9816444444444444,0.8814265945488919,0.1
21,22,0.9889333333333333,0.9215595696842345,0.1
22,23,0.9907555555555556,0.9450540798285931,0.1
23,24,0.9804,0.8979768820460896,0.1
24,25,0.9900888888888889,0.9127320854497372,0.1
25,26,0.9899555555555555,0.932461067879933,0.1
26,27,0.9965777777777778,0.9732392472245146,0.1
27,28,0.9982222222222221,0.9852565847148962,0.1
28,29,0.9922666666666666,0.9510561250598855,0.1
29,30,0.9884444444444445,0.951674728983881,0.1
0,1,0.6848888888888889,0.299738021488743,0.1
1,2,0.7697333333333334,0.5282665455518891,0.1
2,3,0.8470666666666667,0.44301403744107837,0.1
3,4,0.8560888888888889,0.5814391487124801,0.1
4,5,0.8848,0.513239366595209,0.1
5,6,0.895688888888889,0.6681739063114921,0.1
6,7,0.9099555555555555,0.6786421703427192,0.1
7,8,0.9330666666666666,0.6935684330772793,0.1
8,9,0.9405333333333332,0.7544587330938451,0.1
9,10,0.9673777777777778,0.8239679649369815,0.1
10,11,0.9793333333333334,0.8388948179695059,0.1
11,12,0.9642222222222221,0.7878278198584812,0.1
12,13,0.9819111111111112,0.8786992545698207,0.1
13,14,0.9746222222222223,0.8687846144342479,0.1
14,15,0.981288888888889,0.8611149424119489,0.1
15,16,0.9925333333333334,0.9403749729319637,0.1
16,17,0.9884888888888889,0.9075374222827356,0.1
17,18,0.9806666666666667,0.8981698179778477,0.1
18,19,0.9897333333333334,0.938072906497148,0.1
19,20,0.9947111111111111,0.9612341950915124,0.1
20,21,0.9932444444444445,0.946382462922559,0.1
21,22,0.9900888888888889,0.9303624691817345,0.1
22,23,0.9955999999999999,0.9676747053097837,0.1
23,24,0.9949333333333333,0.9645820803719295,0.1
24,25,0.9970666666666667,0.9793302899601455,0.1
25,26,0.9946666666666667,0.9609530008233552,0.1
26,27,0.9975555555555555,0.9824263247545212,0.1
27,28,0.9995111111111111,0.995478811954756,0.1
28,29,0.9941333333333333,0.9610549275483613,0.1
29,30,0.9981333333333333,0.9867514165808158,0.1
0,1,0.5713777777777778,0.13568752947148788,0.1
1,2,0.6411555555555556,0.15560012667614637,0.1
2,3,0.6176444444444444,0.13712167805066983,0.1
3,4,0.6699999999999999,0.16624418925998052,0.1
4,5,0.6683555555555555,0.184541938004803,0.1
5,6,0.688888888888889,0.22918988808538407,0.1
6,7,0.7034222222222222,0.16993038867601332,0.1
7,8,0.6912,0.21268085424184735,0.1
8,9,0.7292444444444444,0.22266859577697082,0.1
9,10,0.7399111111111112,0.261728280305139,0.1
10,11,0.7296,0.2011118480221718,0.1
