,Number of trajectories,AUROC,AUPR,$p_{e}$
11,12,0.7904,0.25122618492748033,0.1
12,13,0.7386222222222223,0.19559943113777217,0.1
13,14,0.7497777777777779,0.21449819021956792,0.1
14,15,0.7487555555555556,0.25558998756305884,0.1
15,16,0.8761333333333333,0.3957095879206329,0.1
16,17,0.7831111111111111,0.28148238238540435,0.1
17,18,0.8194666666666667,0.32732904004213975,0.1
18,19,0.8055555555555556,0.26295720329409517,0.1
19,20,0.8580444444444445,0.3267646584748075,0.1
20,21,0.8036444444444444,0.25742404194556534,0.1
21,22,0.872311111111111,0.36064977788713426,0.1
22,23,0.8390666666666666,0.31368471331608,0.1
23,24,0.8629333333333333,0.3022734158156795,0.1
24,25,0.8252,0.26877884288168846,0.1
25,26,0.8384444444444444,0.279885680476873,0.1
26,27,0.8757777777777778,0.38304437590207574,0.1
27,28,0.870711111111111,0.29742196684732447,0.1
28,29,0.8822666666666665,0.39329277362495985,0.1
29,30,0.8666666666666667,0.32379475851961637,0.1
0,1,0.6496888888888889,0.16176656045816534,0.1
1,2,0.6641777777777778,0.1721149760377504,0.1
2,3,0.759511111111111,0.19736921793940362,0.1
3,4,0.7620888888888888,0.24687699334017293,0.1
4,5,0.7982222222222222,0.22948450597694803,0.1
5,6,0.8063111111111111,0.26389755737955195,0.1
6,7,0.7997333333333333,0.2969856719088382,0.1
7,8,0.8452,0.35180062884202545,0.1
8,9,0.8215111111111111,0.28481619369738337,0.1
9,10,0.8275111111111111,0.2956006015004499,0.1
10,11,0.8797777777777778,0.44797052328641374,0.1
11,12,0.8271555555555555,0.34594152413993806,0.1
12,13,0.881511111111111,0.38536389396444326,0.1
13,14,0.9034222222222221,0.428911894473561,0.1
14,15,0.8854666666666666,0.37472103793489525,0.1
15,16,0.9083555555555556,0.5570275538596215,0.1
16,17,0.8825333333333334,0.4805564414678044,0.1
17,18,0.9023555555555556,0.5372969143267642,0.1
18,19,0.9308444444444445,0.5669247896826686,0.1
19,20,0.9272,0.5998611127986817,0.1
20,21,0.9331555555555555,0.6967729293336808,0.1
21,22,0.9319555555555554,0.5649242131859993,0.1
22,23,0.945111111111111,0.6968818439731514,0.1
23,24,0.9278666666666666,0.6258194915240722,0.1
24,25,0.9248888888888889,0.6489768363688676,0.1
25,26,0.9565777777777777,0.7499963231551283,0.1
26,27,0.9433777777777776,0.6785600316655993,0.1
27,28,0.9508444444444444,0.677565255805906,0.1
28,29,0.9410222222222222,0.679172397160533,0.1
29,30,0.9541333333333333,0.7693496188360004,0.1
0,1,0.543,0.11901095906500768,0.2
1,2,0.5754666666666667,0.1302141376039367,0.2
2,3,0.4957333333333333,0.11637929696813828,0.2
3,4,0.5747111111111111,0.12984637145800748,0.2
4,5,0.6045777777777778,0.16235556691132066,0.2
5,6,0.5649333333333333,0.11376619069740672,0.2
6,7,0.6784888888888888,0.1688628942820998,0.2
7,8,0.5547555555555556,0.13312807946826197,0.2
8,9,0.6041333333333333,0.16432161341602697,0.2
9,10,0.6251111111111112,0.19622713878901438,0.2
10,11,0.6771555555555555,0.2095193650558319,0.2
11,12,0.6891999999999999,0.16786971747235077,0.2
12,13,0.6211555555555556,0.15911247333726833,0.2
13,14,0.6495555555555556,0.14896272128052482,0.2
14,15,0.6939555555555557,0.20992148469460492,0.2
15,16,0.6771111111111111,0.19580508617890457,0.2
16,17,0.6933777777777778,0.20073812833993376,0.2
17,18,0.7352444444444445,0.1931707321030497,0.2
18,19,0.6452444444444445,0.15779057098639354,0.2
19,20,0.73,0.1913967745437501,0.2
20,21,0.7277333333333332,0.20878064058759324,0.2
21,22,0.7395111111111111,0.22526300757973872,0.2
22,23,0.7339555555555556,0.20958679845767755,0.2
23,24,0.7805333333333333,0.2556950687085705,0.2
24,25,0.737288888888889,0.18529641029895833,0.2
25,26,0.7675111111111111,0.22548326152351206,0.2
26,27,0.7158666666666667,0.17733116153470133,0.2
27,28,0.8048888888888889,0.2416874552099723,0.2
28,29,0.7571111111111111,0.21881038105586648,0.2
29,30,0.8277777777777777,0.251277828668234,0.2
0,1,0.5751555555555554,0.17202153801200032,0.2
1,2,0.6290222222222223,0.1985762023852221,0.2
2,3,0.670711111111111,0.1835997040098833,0.2
3,4,0.5988888888888889,0.17276060228139725,0.2
4,5,0.6434222222222222,0.28419433177791303,0.2
5,6,0.7185777777777776,0.2816559235528335,0.2
6,7,0.719111111111111,0.25898338446010705,0.2
7,8,0.7688,0.29146811045092863,0.2
8,9,0.7323111111111111,0.3372387076221893,0.2
9,10,0.7443111111111111,0.37689839116333673,0.2
10,11,0.7676444444444445,0.3609804704786844,0.2
11,12,0.7989777777777778,0.37397844553850423,0.2
12,13,0.8301777777777778,0.5140311434168748,0.2
13,14,0.8028444444444444,0.40475771028105945,0.2
14,15,0.8489333333333333,0.5584813744248497,0.2
15,16,0.8233333333333335,0.46687366460887303,0.2
16,17,0.8502222222222222,0.4034594279637213,0.2
17,18,0.8895555555555555,0.5400760642521255,0.2
18,19,0.8336,0.4778666647094242,0.2
19,20,0.8524,0.47292427280021937,0.2
20,21,0.8354222222222222,0.4755443917620983,0.2
21,22,0.865111111111111,0.5074737441727744,0.2
22,23,0.8944444444444445,0.60706829711962,0.2
23,24,0.9224444444444444,0.6559846144082476,0.2
24,25,0.8946666666666666,0.6599478808393773,0.2
25,26,0.8889333333333334,0.5692280304993887,0.2
26,27,0.912,0.6487577396636626,0.2
27,28,0.9256888888888889,0.6713326970064891,0.2
28,29,0.934,0.7437463117144065,0.2
29,30,0.9493333333333334,0.7796769553170596,0.2
0,1,0.6396000000000001,0.18896806027677274,0.2
1,2,0.6264000000000001,0.17098927055401758,0.2
2,3,0.7325333333333333,0.2766649128813028,0.2
3,4,0.7527111111111111,0.39903744764321664,0.2
4,5,0.7248888888888889,0.3346496368573903,0.2
5,6,0.7414222222222222,0.3152015795695561,0.2
6,7,0.7974666666666667,0.41597895738859036,0.2
7,8,0.8590222222222222,0.4970281666876851,0.2
8,9,0.8227111111111112,0.49001800394043654,0.2
9,10,0.9121333333333334,0.6483932242000132,0.2
10,11,0.8847999999999999,0.5685601866657437,0.2
11,12,0.8979999999999999,0.6920999305207912,0.2
12,13,0.9319999999999999,0.7295539298313214,0.2
13,14,0.9000444444444444,0.6262950438397437,0.2
14,15,0.9028444444444444,0.65809701887929,0.2
15,16,0.9207111111111111,0.7192715629791465,0.2
16,17,0.9378666666666666,0.7816273168951829,0.2
17,18,0.9294222222222223,0.7269904809439106,0.2
18,19,0.9584444444444444,0.8160442407218951,0.2
19,20,0.9809333333333333,0.9077488825058311,0.2
20,21,0.9811555555555556,0.8957351661572016,0.2
21,22,0.9681333333333333,0.8719043531618287,0.2
22,23,0.9836444444444445,0.8949934211979509,0.2
23,24,0.9822222222222222,0.8987064549721848,0.2
24,25,0.9822666666666667,0.8915206101467775,0.2
25,26,0.9816,0.9140746106379076,0.2
26,27,0.9854666666666667,0.9367528058220455,0.2
27,28,0.9893777777777778,0.948558915297394,0.2
28,29,0.9943555555555555,0.959081544383461,0.2
29,30,0.9931111111111111,0.9583474986876066,0.2
0,1,0.6112000000000001,0.1985619748597855,0.2
1,2,0.6604444444444445,0.21092926316211746,0.2
2,3,0.6984,0.2757421264603377,0.2
3,4,0.7129777777777778,0.3480182389388268,0.2
4,5,0.7441333333333334,0.31315294546716743,0.2
5,6,0.7955555555555556,0.43416790876808703,0.2
6,7,0.8358666666666666,0.531462049038955,0.2
7,8,0.8268,0.4683822375742561,0.2
8,9,0.838,0.5443049874582411,0.2
9,10,0.9104888888888889,0.7208444301958994,0.2
10,11,0.8745333333333334,0.544481409262224,0.2
11,12,0.9119111111111111,0.6220595918796702,0.2
12,13,0.9019111111111111,0.6658672740714858,0.2
13,14,0.9113777777777776,0.6100059622890985,0.2
14,15,0.9216444444444445,0.6100580011543738,0.2
15,16,0.9017333333333333,0.5527118960767232,0.2
16,17,0.9173333333333333,0.6442200112880726,0.2
17,18,0.8776444444444444,0.5857383813862844,0.2
18,19,0.9112,0.6741124899053853,0.2
19,20,0.9377777777777778,0.7608287675695911,0.2
20,21,0.9450222222222222,0.7554234535151116,0.2
21,22,0.9757777777777777,0.8565226895211642,0.2
22,23,0.9601777777777778,0.8080732631457727,0.2
23,24,0.9568444444444445,0.7418285080419379,0.2
24,25,0.9454666666666667,0.7561181747940646,0.2
25,26,0.9636888888888888,0.7667500681564356,0.2
26,27,0.9609333333333333,0.7910646165987891,0.2
27,28,0.9676,0.7964901457019259,0.2
28,29,0.9800888888888889,0.8931678454047927,0.2
29,30,0.9795111111111111,0.8493067669367251,0.2
0,1,0.6108222222222223,0.21728947492130726,0.2
1,2,0.6202222222222221,0.17907454803717934,0.2
2,3,0.7805777777777777,0.4680586277085477,0.2
3,4,0.7854222222222222,0.37838514665202966,0.2
4,5,0.7438222222222222,0.37540801313632766,0.2
5,6,0.7897777777777778,0.44013347168267486,0.2
6,7,0.8385333333333334,0.5059518679515589,0.2
7,8,0.8183999999999999,0.5029283661097053,0.2
8,9,0.8739555555555556,0.7145582661113836,0.2
9,10,0.8757333333333335,0.6033327780365176,0.2
10,11,0.9033777777777777,0.6949684421609554,0.2
11,12,0.9144000000000001,0.6983433779184083,0.2
12,13,0.9328,0.6812941843738795,0.2
13,14,0.9269777777777778,0.7380351016512463,0.2
14,15,0.9484444444444444,0.7898684265851947,0.2
15,16,0.9658666666666667,0.8342601873937422,0.2
16,17,0.9604444444444444,0.8042975487071665,0.2
17,18,0.9588444444444444,0.8189471350146861,0.2
18,19,0.9862222222222223,0.9294124586635947,0.2
19,20,0.9828444444444444,0.9188474306095037,0.2
20,21,0.9616444444444445,0.8531334137828785,0.2
21,22,0.9867111111111111,0.941222232894238,0.2
22,23,0.9906666666666667,0.939724578770591,0.2
23,24,0.9856444444444444,0.9283986519239151,0.2
24,25,0.9763555555555555,0.9295415139377796,0.2
25,26,0.9973777777777778,0.9792147256143824,0.2
26,27,0.9938222222222222,0.9604348137054071,0.2
27,28,0.998488888888889,0.9886212438757102,0.2
28,29,0.9928444444444444,0.9665730799463981,0.2
29,30,0.9975111111111111,0.9825941392305464,0.2
0,1,0.5738,0.17329228458653415,0.2
1,2,0.6008,0.264120354518652,0.2
2,3,0.6280888888888889,0.16404063554601328,0.2
3,4,0.6758666666666667,0.2504688224008468,0.2
4,5,0.7053333333333333,0.3282177973405706,0.2
5,6,0.7380444444444444,0.40766984689693764,0.2
6,7,0.7979111111111111,0.4226933284849044,0.2
7,8,0.7753777777777778,0.40860390275494707,0.2
8,9,0.8299555555555556,0.46516787907610213,0.2
9,10,0.8187111111111112,0.4584246782660735,0.2
10,11,0.7938222222222222,0.465413111026792,0.2
11,12,0.8684000000000001,0.5522848959637555,0.2
12,13,0.8483555555555555,0.5116744258955667,0.2
13,14,0.8683555555555555,0.5298185275590211,0.2
14,15,0.8773333333333333,0.6064850713780198,0.2
15,16,0.9054666666666666,0.656424901421053,0.2
16,17,0.8372888888888889,0.5177597804114156,0.2
17,18,0.927911111111111,0.7424375532085585,0.2
18,19,0.9279111111111111,0.7207272374639228,0.2
19,20,0.9375111111111112,0.735782660378199,0.2
20,21,0.9211555555555555,0.7277032986965241,0.2
21,22,0.9188,0.7067408504943693,0.2
22,23,0.9450222222222222,0.7671443759967483,0.2
23,24,0.9535111111111112,0.8678843721428937,0.2
24,25,0.9437777777777777,0.7955222367632946,0.2
25,26,0.9596444444444445,0.8381041347690609,0.2
26,27,0.9689777777777778,0.8648648640087218,0.2
27,28,0.9709333333333333,0.832072778165989,0.2
28,29,0.9751555555555556,0.8674853604715321,0.2
29,30,0.9735111111111111,0.8891390692823281,0.2
0,1,0.590488888888889,0.18017137410702475,0.2
1,2,0.639511111111111,0.2247367317024641,0.2
2,3,0.6239111111111112,0.24860299514524292,0.2
3,4,0.6696,0.2716694179086939,0.2
4,5,0.8131999999999999,0.530105562750412,0.2
5,6,0.7044,0.3831666789564632,0.2
6,7,0.8241333333333334,0.48407546797381845,0.2
7,8,0.7825333333333333,0.4509434385173757,0.2
8,9,0.8438666666666667,0.5243157222405896,0.2
9,10,0.8016,0.41888010456670766,0.2
10,11,0.8368,0.4561664882403588,0.2
11,12,0.9062222222222223,0.6337036520697582,0.2
12,13,0.8861777777777777,0.5524212013121501,0.2
13,14,0.8756888888888889,0.6013643900093464,0.2
14,15,0.8751111111111112,0.6898038845068718,0.2
15,16,0.9487555555555556,0.7661906106065133,0.2
16,17,0.8976444444444444,0.642814138405339,0.2
17,18,0.9314222222222223,0.7235172212395498,0.2
18,19,0.9229333333333333,0.7304138594419719,0.2
19,20,0.9312,0.717914695624989,0.2
20,21,0.9201333333333334,0.7093736619847477,0.2
21,22,0.9296,0.7381467915843749,0.2
22,23,0.9656,0.8033206715298151,0.2
23,24,0.9646222222222222,0.825610735922419,0.2
24,25,0.9807555555555555,0.8764947405252345,0.2
25,26,0.9772444444444444,0.8921304164916517,0.2
26,27,0.9753777777777778,0.8628956160658073,0.2
27,28,0.9796888888888888,0.8821881401616841,0.2
28,29,0.9867111111111111,0.9184689633638818,0.2
29,30,0.9817777777777779,0.8878977413104074,0.2
0,1,0.6174222222222222,0.13404573944772213,0.2
1,2,0.6492444444444444,0.14567096245437536,0.2
2,3,0.6596888888888889,0.15257299694250603,0.2
3,4,0.6840444444444445,0.18816757133413162,0.2
4,5,0.6575111111111112,0.15469081189724154,0.2
5,6,0.6922666666666667,0.16199045475293358,0.2
6,7,0.6924888888888889,0.15930865091685706,0.2
7,8,0.7210666666666667,0.1934867121454655,0.2
8,9,0.738,0.19555821134861198,0.2
9,10,0.8114666666666666,0.2605804211899166,0.2
10,11,0.7777333333333334,0.21461446773621018,0.2
11,12,0.7480888888888888,0.18998205398764784,0.2
12,13,0.7649777777777778,0.2099873646329709,0.2
13,14,0.7549777777777777,0.1887662449473062,0.2
14,15,0.7771111111111111,0.19581033737960957,0.2
15,16,0.8202222222222222,0.26001759421100573,0.2
16,17,0.8116888888888889,0.2454060323690483,0.2
17,18,0.8010666666666666,0.21621926755147552,0.2
18,19,0.767511111111111,0.19979703222353257,0.2
19,20,0.8156888888888889,0.23447224848338255,0.2
20,21,0.7971999999999999,0.20155578302106253,0.2
21,22,0.8240888888888889,0.23160404456291647,0.2
22,23,0.8412444444444445,0.2835137469053824,0.2
23,24,0.8336444444444445,0.2440039493321329,0.2
24,25,0.8175111111111111,0.22216991560518923,0.2
25,26,0.8043555555555555,0.2059026434698923,0.2
26,27,0.837288888888889,0.265908524226259,0.2
27,28,0.8472,0.26128114474372327,0.2
28,29,0.8681777777777777,0.2886011527058968,0.2
29,30,0.8266222222222221,0.22500303700234492,0.2
0,1,0.6581333333333333,0.15297320568703734,0.2
1,2,0.641688888888889,0.13554727017375268,0.2
2,3,0.7833333333333333,0.2696391734589887,0.2
3,4,0.7366222222222222,0.245008096802916,0.2
4,5,0.7530222222222223,0.1782121417202583,0.2
5,6,0.7147555555555556,0.18340447737198978,0.2
6,7,0.7297777777777777,0.17713059926605157,0.2
7,8,0.7907111111111111,0.2991876503755437,0.2
8,9,0.8127111111111112,0.2875176719235777,0.2
9,10,0.7800888888888888,0.2482726482625797,0.2
10,11,0.8003111111111111,0.24986939546169296,0.2
11,12,0.8405777777777778,0.30787062919560915,0.2
12,13,0.8750222222222223,0.3801458426521839,0.2
13,14,0.8436444444444444,0.370986498895113,0.2
14,15,0.8651111111111112,0.42039127618352423,0.2
15,16,0.8528,0.3012972943755045,0.2
16,17,0.8308,0.37655723922901707,0.2
17,18,0.8702222222222222,0.3046431306553897,0.2
18,19,0.8989777777777779,0.5005156878192119,0.2
19,20,0.9130666666666666,0.5106367301465007,0.2
20,21,0.8722222222222222,0.36744139093711026,0.2
21,22,0.9073333333333333,0.4979017788046937,0.2
22,23,0.9033777777777778,0.46926158276344715,0.2
23,24,0.9135555555555556,0.42142565877434535,0.2
24,25,0.9029333333333334,0.46868551659231394,0.2
25,26,0.9026666666666665,0.491027423676723,0.2
26,27,0.9467111111111111,0.7110547944017177,0.2
27,28,0.9198666666666666,0.44944489742818394,0.2
28,29,0.9304444444444444,0.586106820244084,0.2
29,30,0.9428888888888888,0.6557539107710978,0.2
0,1,0.5589111111111111,0.12806121131121273,0.2
1,2,0.5551111111111111,0.12081119985159398,0.2
2,3,0.6362666666666668,0.1656023831881799,0.2
3,4,0.6527555555555556,0.17416961501749273,0.2
4,5,0.6292444444444444,0.14086727293511975,0.2
5,6,0.6620444444444444,0.17293878027452164,0.2
6,7,0.6672444444444444,0.1637358537611306,0.2
7,8,0.6439111111111111,0.17689493965997966,0.2
8,9,0.6808,0.1523837815613931,0.2
9,10,0.7360444444444445,0.1923982941213949,0.2
10,11,0.7788444444444443,0.24098322501230357,0.2
11,12,0.6330222222222222,0.1485463432734529,0.2
12,13,0.7636000000000001,0.31259873001004307,0.2
13,14,0.7533777777777777,0.19920821037305772,0.2
14,15,0.7697333333333334,0.23810434965251,0.2
15,16,0.8138222222222222,0.2721212518290962,0.2
16,17,0.738488888888889,0.19753312196009187,0.2
17,18,0.8033777777777777,0.26057583152381847,0.2
18,19,0.7967111111111111,0.2186541160434562,0.2
19,20,0.7878222222222222,0.2390074458973867,0.2
20,21,0.7592444444444444,0.21955835861214004,0.2
21,22,0.7716888888888889,0.2153930945191054,0.2
22,23,0.7901777777777776,0.3132538188247574,0.2
23,24,0.8080888888888889,0.2622648379413963,0.2
24,25,0.789511111111111,0.2224736891089668,0.2
25,26,0.8343555555555555,0.2908477659644233,0.2
26,27,0.8352444444444445,0.2512059168294358,0.2
27,28,0.8599555555555555,0.29694960934657316,0.2
28,29,0.8718666666666666,0.31969930221818926,0.2
29,30,0.8558666666666667,0.27796250463688454,0.2
0,1,0.5024444444444445,0.09629708227224326,0.5
1,2,0.5018666666666667,0.09951047436552668,0.5
2,3,0.45715555555555554,0.08361930159375931,0.5
3,4,0.5247999999999999,0.0997102786979442,0.5
4,5,0.48582222222222216,0.08863636317714921,0.5
5,6,0.44822222222222224,0.08295689964258653,0.5
6,7,0.44506666666666667,0.08210668217118716,0.5
7,8,0.4109777777777778,0.07795786787700047,0.5
8,9,0.4016888888888889,0.07670666529628727,0.5
9,10,0.40666666666666673,0.07772321136184851,0.5
10,11,0.4723111111111111,0.08911672295733633,0.5
11,12,0.37951111111111113,0.07323060743384865,0.5
12,13,0.39062222222222226,0.07567216446564201,0.5
13,14,0.4090222222222223,0.07687484992646143,0.5
14,15,0.4262666666666667,0.08027859739372467,0.5
15,16,0.4235111111111111,0.07948182641829228,0.5
16,17,0.4255111111111111,0.07959857867759124,0.5
17,18,0.39222222222222225,0.07480399019325873,0.5
18,19,0.4371555555555555,0.08084890655992473,0.5
19,20,0.29617777777777776,0.06536857799590698,0.5
20,21,0.37093333333333334,0.07255858723033885,0.5
21,22,0.3954666666666667,0.07596094298794505,0.5
22,23,0.41271111111111114,0.07719530840236143,0.5
23,24,0.40471111111111113,0.0772249258238194,0.5
24,25,0.38004444444444435,0.07349662374205944,0.5
25,26,0.3851555555555556,0.07404802458510834,0.5
26,27,0.3618222222222222,0.07202847848617998,0.5
27,28,0.3184,0.06746152438334732,0.5
28,29,0.3544888888888889,0.07099991637331611,0.5
29,30,0.3456444444444444,0.07004429179370626,0.5
0,1,0.49868888888888885,0.1054258168020119,0.5
1,2,0.5608444444444444,0.15954622978064312,0.5
2,3,0.5453777777777777,0.11637070965015625,0.5
3,4,0.6441777777777778,0.16344839687010937,0.5
4,5,0.466,0.10196611899121036,0.5
5,6,0.5447111111111111,0.12083743200950636,0.5
6,7,0.4697777777777778,0.11450018484584906,0.5
7,8,0.4760444444444445,0.1196514136844323,0.5
8,9,0.6231555555555556,0.19414351348068745,0.5
9,10,0.4875111111111112,0.10934392389618701,0.5
10,11,0.567288888888889,0.15996819631865927,0.5
11,12,0.5896888888888889,0.14227922155902611,0.5
12,13,0.5896444444444444,0.13918841879510335,0.5
13,14,0.5033333333333334,0.10491575334454023,0.5
14,15,0.5731555555555555,0.12063714273378179,0.5
15,16,0.5677333333333334,0.11717345259068682,0.5
16,17,0.6367555555555555,0.16924141446434315,0.5
17,18,0.5171111111111112,0.1025359163573694,0.5
18,19,0.6356444444444443,0.15428012630221105,0.5
19,20,0.6186666666666667,0.14168810398453702,0.5
20,21,0.5860888888888889,0.12011313650226783,0.5
21,22,0.5835555555555555,0.12718370621151315,0.5
22,23,0.604,0.12597457481771443,0.5
23,24,0.5618222222222222,0.10968867713690052,0.5
24,25,0.5879555555555556,0.12066952302554668,0.5
25,26,0.6112,0.11688995386413609,0.5
26,27,0.667911111111111,0.15078372431375942,0.5
27,28,0.6216888888888888,0.1303807164447857,0.5
28,29,0.5990222222222221,0.122628567926566,0.5
29,30,0.6481777777777777,0.13355401284305,0.5
0,1,0.4828444444444444,0.0957118641601871,0.5
1,2,0.4864888888888889,0.10361258770545276,0.5
2,3,0.4368888888888889,0.09082911397932655,0.5
3,4,0.4735111111111111,0.09840872360231234,0.5
4,5,0.42422222222222233,0.09194774853680351,0.5
5,6,0.3967555555555556,0.07726510904233293,0.5
6,7,0.49591111111111114,0.09191582276384666,0.5
7,8,0.45791111111111116,0.08873326179003421,0.5
8,9,0.4768,0.09013866180208008,0.5
9,10,0.5027555555555556,0.09659559497574363,0.5
10,11,0.5072000000000001,0.09682670510756958,0.5
11,12,0.4229777777777778,0.08015180923747577,0.5
12,13,0.5160888888888889,0.09577825195947076,0.5
13,14,0.4461777777777778,0.08151070882244733,0.5
14,15,0.49426666666666663,0.09074779290059157,0.5
15,16,0.41084444444444446,0.07702544391287224,0.5
16,17,0.4687111111111111,0.08518960830042155,0.5
17,18,0.45933333333333337,0.08387098827845069,0.5
18,19,0.4693333333333333,0.08586713570792756,0.5
19,20,0.49964444444444434,0.09357836846027234,0.5
20,21,0.382,0.07355671708677516,0.5
21,22,0.44120000000000004,0.08128038917949072,0.5
22,23,0.49,0.08968531312847951,0.5
23,24,0.4088,0.07701172378157406,0.5
24,25,0.4263555555555556,0.07919717181463297,0.5
25,26,0.43257777777777773,0.07982799698354678,0.5
26,27,0.4005777777777778,0.07565386138193049,0.5
27,28,0.44871111111111117,0.08243567391053021,0.5
28,29,0.4839555555555556,0.08795319839637783,0.5
29,30,0.43564444444444445,0.07991264347632648,0.5
0,1,0.4664888888888889,0.0892403563708965,0.5
1,2,0.4608,0.08550601649652104,0.5
2,3,0.4081333333333333,0.0777867478491702,0.5
3,4,0.42439999999999994,0.08096816758231351,0.5
4,5,0.38426666666666665,0.0749648028273757,0.5
5,6,0.38093333333333335,0.07417198078533244,0.5
6,7,0.4170222222222222,0.07866711681449512,0.5
7,8,0.4316,0.08121574431640935,0.5
8,9,0.41902222222222224,0.08004373128525386,0.5
9,10,0.38511111111111107,0.07417806598641988,0.5
10,11,0.40680000000000005,0.0769812368328868,0.5
11,12,0.33244444444444443,0.0683957207837444,0.5
12,13,0.40546666666666664,0.07678823784852312,0.5
13,14,0.35799999999999993,0.07136147942021868,0.5
14,15,0.3663555555555556,0.07230175200742536,0.5
15,16,0.3687555555555555,0.07204235906151099,0.5
16,17,0.2896888888888889,0.0649227865366648,0.5
17,18,0.33973333333333333,0.06934293561435953,0.5
18,19,0.3217777777777778,0.0678091877785251,0.5
19,20,0.3132888888888889,0.06734020655025279,0.5
20,21,0.31195555555555554,0.06676750122403174,0.5
21,22,0.3126222222222222,0.0666099215244647,0.5
22,23,0.2796444444444444,0.06449499867328988,0.5
23,24,0.3002666666666667,0.06594734949431279,0.5
24,25,0.358,0.07130887920639184,0.5
25,26,0.28044444444444444,0.06453289622070119,0.5
26,27,0.3030666666666667,0.06585725143803639,0.5
27,28,0.25173333333333336,0.06253144833941757,0.5
28,29,0.2071111111111111,0.059911355164705235,0.5
29,30,0.26573333333333327,0.06348410004051973,0.5
0,1,0.5135111111111111,0.10939451823597317,0.5
1,2,0.5460444444444444,0.13248069516564676,0.5
2,3,0.4905333333333333,0.11824866897324353,0.5
3,4,0.5615111111111112,0.13419930269877856,0.5
4,5,0.49560000000000004,0.10657449471402797,0.5
5,6,0.5901333333333334,0.1339299277381133,0.5
6,7,0.6195111111111111,0.1456593223688415,0.5
7,8,0.6239111111111112,0.13860362874535154,0.5
8,9,0.5831999999999999,0.1285657666818129,0.5
9,10,0.5899555555555556,0.12914933007155416,0.5
10,11,0.5716,0.13167068694930892,0.5
11,12,0.5842666666666667,0.13477442562615213,0.5
12,13,0.5556,0.133869043633886,0.5
13,14,0.6538222222222223,0.15804458305301416,0.5
14,15,0.5949333333333333,0.13441495916543844,0.5
15,16,0.5581333333333334,0.10745994977927861,0.5
16,17,0.6289333333333333,0.1392853634959206,0.5
17,18,0.6028888888888888,0.12984094527668086,0.5
18,19,0.5816,0.11837009312353006,0.5
19,20,0.6506222222222222,0.14410582410424716,0.5
20,21,0.5632888888888888,0.11089525151536722,0.5
21,22,0.5984444444444446,0.13669296904846595,0.5
22,23,0.6199555555555555,0.13096577595837888,0.5
23,24,0.5931555555555555,0.12178343962921091,0.5
24,25,0.6036,0.11850006055296948,0.5
25,26,0.6497333333333334,0.15908573243280044,0.5
26,27,0.6243555555555556,0.13922748273359187,0.5
27,28,0.6172,0.1347929928456843,0.5
28,29,0.6580000000000001,0.1413873542276,0.5
29,30,0.6425333333333334,0.1376214676971103,0.5
0,1,0.5187333333333333,0.10076370524405517,0.5
1,2,0.49293333333333333,0.09327115804592936,0.5
2,3,0.41684444444444446,0.07924736340332308,0.5
3,4,0.5101333333333333,0.09495498777772293,0.5
4,5,0.5200888888888889,0.10251914416477148,0.5
5,6,0.4982666666666667,0.09423829307975652,0.5
6,7,0.5148444444444444,0.09984663654077286,0.5
7,8,0.5203555555555556,0.0989130096870835,0.5
8,9,0.5451555555555555,0.10445896486026589,0.5
9,10,0.5228888888888888,0.09958922961136744,0.5
10,11,0.4668,0.08532669778498832,0.5
11,12,0.4040444444444445,0.07720496863515727,0.5
12,13,0.5213333333333333,0.09513803702994292,0.5
13,14,0.5654222222222223,0.10777897228119472,0.5
14,15,0.46364444444444447,0.08398289923027374,0.5
15,16,0.47031111111111107,0.08722304878897566,0.5
16,17,0.5097333333333334,0.09384969479934877,0.5
17,18,0.4436,0.08181758002053885,0.5
18,19,0.43191111111111113,0.0796898376110502,0.5
19,20,0.4716444444444444,0.08550398712323223,0.5
20,21,0.4813777777777778,0.0881084230963432,0.5
21,22,0.46617777777777775,0.08468403441585205,0.5
22,23,0.44013333333333327,0.08115618993961857,0.5
23,24,0.4781777777777778,0.08632630759532388,0.5
24,25,0.4919555555555556,0.089192678087735,0.5
25,26,0.49706666666666666,0.0900023039993526,0.5
26,27,0.4542222222222222,0.08296214823172454,0.5
27,28,0.48933333333333334,0.08887843970035945,0.5
28,29,0.5143555555555556,0.09332850965239627,0.5
29,30,0.4636888888888889,0.08460594544849663,0.5
0,1,0.5007555555555556,0.09670169173821291,0.5
1,2,0.4676,0.09333553269126815,0.5
2,3,0.542888888888889,0.11562321721640129,0.5
3,4,0.49142222222222226,0.0979227497563514,0.5
4,5,0.4068,0.07985213149410264,0.5
5,6,0.5089777777777778,0.1131517430663222,0.5
6,7,0.4514222222222223,0.0915760441981897,0.5
7,8,0.4424888888888889,0.08381239250394505,0.5
8,9,0.4771111111111111,0.08827886177894104,0.5
9,10,0.4643555555555555,0.09004294190076294,0.5
10,11,0.4820444444444444,0.09101595961504935,0.5
11,12,0.5108444444444444,0.09766772407565007,0.5
12,13,0.5173333333333333,0.09990602849688285,0.5
13,14,0.42013333333333336,0.08005506133121718,0.5
14,15,0.44728888888888896,0.08833671670715566,0.5
15,16,0.42417777777777776,0.08152268566443185,0.5
16,17,0.5016,0.09153119201587057,0.5
17,18,0.4735555555555555,0.08882592970827663,0.5
18,19,0.44422222222222224,0.08344850482420203,0.5
