,b1,b2,b3,b4
1704,0.09,0.0,0.6,0.31000000000000005
1705,0.09,0.0,0.63,0.28
1706,0.09,0.0,0.6599999999999999,0.2500000000000001
1707,0.09,0.0,0.69,0.22000000000000008
1708,0.09,0.0,0.72,0.19000000000000006
1709,0.09,0.0,0.75,0.16000000000000003
1710,0.09,0.0,0.78,0.13
1711,0.09,0.0,0.8099999999999999,0.10000000000000009
1712,0.09,0.0,0.84,0.07000000000000006
1713,0.09,0.0,0.87,0.040000000000000036
1714,0.09,0.0,0.8999999999999999,0.01000000000000012
1715,0.09,0.03,0.0,0.88
1716,0.09,0.03,0.03,0.85
1717,0.09,0.03,0.06,0.8200000000000001
1718,0.09,0.03,0.09,0.79
1719,0.09,0.03,0.12,0.76
1720,0.09,0.03,0.15,0.73
1721,0.09,0.03,0.18,0.7
1722,0.09,0.03,0.21,0.67
1723,0.09,0.03,0.24,0.64
1724,0.09,0.03,0.27,0.61
1725,0.09,0.03,0.3,0.5800000000000001
1726,0.09,0.03,0.32999999999999996,0.55
1727,0.09,0.03,0.36,0.52
1728,0.09,0.03,0.39,0.49
1729,0.09,0.03,0.42,0.46
1730,0.09,0.03,0.44999999999999996,0.43000000000000005
1731,0.09,0.03,0.48,0.4
1732,0.09,0.03,0.51,0.37
1733,0.09,0.03,0.54,0.33999999999999997
1734,0.09,0.03,0.57,0.31000000000000005
1735,0.09,0.03,0.6,0.28
1736,0.09,0.03,0.63,0.25
1737,0.09,0.03,0.6599999999999999,0.22000000000000008
1738,0.09,0.03,0.69,0.19000000000000006
1739,0.09,0.03,0.72,0.16000000000000003
1740,0.09,0.03,0.75,0.13
1741,0.09,0.03,0.78,0.09999999999999998
1742,0.09,0.03,0.8099999999999999,0.07000000000000006
1743,0.09,0.03,0.84,0.040000000000000036
1744,0.09,0.03,0.87,0.010000000000000009
1745,0.09,0.06,0.0,0.8500000000000001
1746,0.09,0.06,0.03,0.8200000000000001
1747,0.09,0.06,0.06,0.79
1748,0.09,0.06,0.09,0.7600000000000001
1749,0.09,0.06,0.12,0.7300000000000001
1750,0.09,0.06,0.15,0.7000000000000001
1751,0.09,0.06,0.18,0.6700000000000002
1752,0.09,0.06,0.21,0.6400000000000001
1753,0.09,0.06,0.24,0.6100000000000001
1754,0.09,0.06,0.27,0.5800000000000001
1755,0.09,0.06,0.3,0.55
1756,0.09,0.06,0.32999999999999996,0.5200000000000001
1757,0.09,0.06,0.36,0.4900000000000001
1758,0.09,0.06,0.39,0.4600000000000001
1759,0.09,0.06,0.42,0.4300000000000001
1760,0.09,0.06,0.44999999999999996,0.40000000000000013
1761,0.09,0.06,0.48,0.3700000000000001
1762,0.09,0.06,0.51,0.3400000000000001
1763,0.09,0.06,0.54,0.31000000000000005
1764,0.09,0.06,0.57,0.28000000000000014
1765,0.09,0.06,0.6,0.2500000000000001
1766,0.09,0.06,0.63,0.22000000000000008
1767,0.09,0.06,0.6599999999999999,0.19000000000000017
1768,0.09,0.06,0.69,0.16000000000000014
1769,0.09,0.06,0.72,0.13000000000000012
1770,0.09,0.06,0.75,0.10000000000000009
1771,0.09,0.06,0.78,0.07000000000000006
1772,0.09,0.06,0.8099999999999999,0.04000000000000015
1773,0.09,0.06,0.84,0.01000000000000012
1774,0.09,0.09,0.0,0.8200000000000001
1775,0.09,0.09,0.03,0.79
1776,0.09,0.09,0.06,0.76
1777,0.09,0.09,0.09,0.7300000000000001
1778,0.09,0.09,0.12,0.7000000000000001
1779,0.09,0.09,0.15,0.67
1780,0.09,0.09,0.18,0.6400000000000001
1781,0.09,0.09,0.21,0.6100000000000001
1782,0.09,0.09,0.24,0.5800000000000001
1783,0.09,0.09,0.27,0.55
1784,0.09,0.09,0.3,0.52
1785,0.09,0.09,0.32999999999999996,0.4900000000000001
1786,0.09,0.09,0.36,0.4600000000000001
1787,0.09,0.09,0.39,0.43000000000000005
1788,0.09,0.09,0.42,0.4000000000000001
1789,0.09,0.09,0.44999999999999996,0.3700000000000001
1790,0.09,0.09,0.48,0.3400000000000001
1791,0.09,0.09,0.51,0.31000000000000005
1792,0.09,0.09,0.54,0.28
1793,0.09,0.09,0.57,0.2500000000000001
1794,0.09,0.09,0.6,0.22000000000000008
1795,0.09,0.09,0.63,0.19000000000000006
1796,0.09,0.09,0.6599999999999999,0.16000000000000014
1797,0.09,0.09,0.69,0.13000000000000012
1798,0.09,0.09,0.72,0.10000000000000009
1799,0.09,0.09,0.75,0.07000000000000006
1800,0.09,0.09,0.78,0.040000000000000036
1801,0.09,0.09,0.8099999999999999,0.01000000000000012
1802,0.09,0.12,0.0,0.79
1803,0.09,0.12,0.03,0.76
1804,0.09,0.12,0.06,0.73
1805,0.09,0.12,0.09,0.7000000000000001
1806,0.09,0.12,0.12,0.67
1807,0.09,0.12,0.15,0.64
1808,0.09,0.12,0.18,0.6100000000000001
1809,0.09,0.12,0.21,0.5800000000000001
1810,0.09,0.12,0.24,0.55
1811,0.09,0.12,0.27,0.52
1812,0.09,0.12,0.3,0.49000000000000005
1813,0.09,0.12,0.32999999999999996,0.4600000000000001
1814,0.09,0.12,0.36,0.43000000000000005
1815,0.09,0.12,0.39,0.4
1816,0.09,0.12,0.42,0.37000000000000005
1817,0.09,0.12,0.44999999999999996,0.3400000000000001
1818,0.09,0.12,0.48,0.31000000000000005
1819,0.09,0.12,0.51,0.28
1820,0.09,0.12,0.54,0.25
1821,0.09,0.12,0.57,0.22000000000000008
1822,0.09,0.12,0.6,0.19000000000000006
1823,0.09,0.12,0.63,0.16000000000000003
1824,0.09,0.12,0.6599999999999999,0.13000000000000012
1825,0.09,0.12,0.69,0.10000000000000009
1826,0.09,0.12,0.72,0.07000000000000006
1827,0.09,0.12,0.75,0.040000000000000036
1828,0.09,0.12,0.78,0.010000000000000009
1829,0.09,0.15,0.0,0.76
1830,0.09,0.15,0.03,0.73
1831,0.09,0.15,0.06,0.7
1832,0.09,0.15,0.09,0.67
1833,0.09,0.15,0.12,0.64
1834,0.09,0.15,0.15,0.61
1835,0.09,0.15,0.18,0.5800000000000001
1836,0.09,0.15,0.21,0.55
1837,0.09,0.15,0.24,0.52
1838,0.09,0.15,0.27,0.49
1839,0.09,0.15,0.3,0.46
1840,0.09,0.15,0.32999999999999996,0.43000000000000005
1841,0.09,0.15,0.36,0.4
1842,0.09,0.15,0.39,0.37
1843,0.09,0.15,0.42,0.34
1844,0.09,0.15,0.44999999999999996,0.31000000000000005
1845,0.09,0.15,0.48,0.28
1846,0.09,0.15,0.51,0.25
1847,0.09,0.15,0.54,0.21999999999999997
1848,0.09,0.15,0.57,0.19000000000000006
1849,0.09,0.15,0.6,0.16000000000000003
1850,0.09,0.15,0.63,0.13
1851,0.09,0.15,0.6599999999999999,0.10000000000000009
1852,0.09,0.15,0.69,0.07000000000000006
1853,0.09,0.15,0.72,0.040000000000000036
1854,0.09,0.15,0.75,0.010000000000000009
1855,0.09,0.18,0.0,0.73
1856,0.09,0.18,0.03,0.7
1857,0.09,0.18,0.06,0.6699999999999999
1858,0.09,0.18,0.09,0.64
1859,0.09,0.18,0.12,0.61
1860,0.09,0.18,0.15,0.58
1861,0.09,0.18,0.18,0.55
1862,0.09,0.18,0.21,0.52
1863,0.09,0.18,0.24,0.49
1864,0.09,0.18,0.27,0.45999999999999996
1865,0.09,0.18,0.3,0.43
1866,0.09,0.18,0.32999999999999996,0.4
1867,0.09,0.18,0.36,0.37
1868,0.09,0.18,0.39,0.33999999999999997
1869,0.09,0.18,0.42,0.31
1870,0.09,0.18,0.44999999999999996,0.28
1871,0.09,0.18,0.48,0.25
1872,0.09,0.18,0.51,0.21999999999999997
1873,0.09,0.18,0.54,0.18999999999999995
1874,0.09,0.18,0.57,0.16000000000000003
1875,0.09,0.18,0.6,0.13
1876,0.09,0.18,0.63,0.09999999999999998
1877,0.09,0.18,0.6599999999999999,0.07000000000000006
1878,0.09,0.18,0.69,0.040000000000000036
1879,0.09,0.18,0.72,0.010000000000000009
1880,0.09,0.21,0.0,0.7000000000000001
1881,0.09,0.21,0.03,0.67
1882,0.09,0.21,0.06,0.6400000000000001
1883,0.09,0.21,0.09,0.6100000000000001
1884,0.09,0.21,0.12,0.5800000000000001
1885,0.09,0.21,0.15,0.55
1886,0.09,0.21,0.18,0.52
1887,0.09,0.21,0.21,0.4900000000000001
1888,0.09,0.21,0.24,0.4600000000000001
1889,0.09,0.21,0.27,0.43000000000000005
1890,0.09,0.21,0.3,0.4000000000000001
1891,0.09,0.21,0.32999999999999996,0.3700000000000001
1892,0.09,0.21,0.36,0.3400000000000001
1893,0.09,0.21,0.39,0.31000000000000005
1894,0.09,0.21,0.42,0.2800000000000001
1895,0.09,0.21,0.44999999999999996,0.2500000000000001
1896,0.09,0.21,0.48,0.22000000000000008
1897,0.09,0.21,0.51,0.19000000000000006
1898,0.09,0.21,0.54,0.16000000000000003
1899,0.09,0.21,0.57,0.13000000000000012
1900,0.09,0.21,0.6,0.10000000000000009
1901,0.09,0.21,0.63,0.07000000000000006
1902,0.09,0.21,0.6599999999999999,0.04000000000000015
1903,0.09,0.21,0.69,0.01000000000000012
1904,0.09,0.24,0.0,0.67
1905,0.09,0.24,0.03,0.64
1906,0.09,0.24,0.06,0.6100000000000001
1907,0.09,0.24,0.09,0.5800000000000001
1908,0.09,0.24,0.12,0.55
1909,0.09,0.24,0.15,0.52
1910,0.09,0.24,0.18,0.49000000000000005
1911,0.09,0.24,0.21,0.4600000000000001
1912,0.09,0.24,0.24,0.43000000000000005
1913,0.09,0.24,0.27,0.4
1914,0.09,0.24,0.3,0.37000000000000005
1915,0.09,0.24,0.32999999999999996,0.3400000000000001
1916,0.09,0.24,0.36,0.31000000000000005
1917,0.09,0.24,0.39,0.28
1918,0.09,0.24,0.42,0.25000000000000006
1919,0.09,0.24,0.44999999999999996,0.22000000000000008
1920,0.09,0.24,0.48,0.19000000000000006
1921,0.09,0.24,0.51,0.16000000000000003
1922,0.09,0.24,0.54,0.13
1923,0.09,0.24,0.57,0.10000000000000009
1924,0.09,0.24,0.6,0.07000000000000006
1925,0.09,0.24,0.63,0.040000000000000036
1926,0.09,0.24,0.6599999999999999,0.01000000000000012
1927,0.09,0.27,0.0,0.64
1928,0.09,0.27,0.03,0.61
1929,0.09,0.27,0.06,0.5800000000000001
1930,0.09,0.27,0.09,0.55
1931,0.09,0.27,0.12,0.52
1932,0.09,0.27,0.15,0.49
1933,0.09,0.27,0.18,0.46
1934,0.09,0.27,0.21,0.43000000000000005
1935,0.09,0.27,0.24,0.4
1936,0.09,0.27,0.27,0.37
1937,0.09,0.27,0.3,0.34
1938,0.09,0.27,0.32999999999999996,0.31000000000000005
1939,0.09,0.27,0.36,0.28
1940,0.09,0.27,0.39,0.25
1941,0.09,0.27,0.42,0.22000000000000003
1942,0.09,0.27,0.44999999999999996,0.19000000000000006
1943,0.09,0.27,0.48,0.16000000000000003
1944,0.09,0.27,0.51,0.13
1945,0.09,0.27,0.54,0.09999999999999998
1946,0.09,0.27,0.57,0.07000000000000006
1947,0.09,0.27,0.6,0.040000000000000036
1948,0.09,0.27,0.63,0.010000000000000009
1949,0.09,0.3,0.0,0.6100000000000001
1950,0.09,0.3,0.03,0.5800000000000001
1951,0.09,0.3,0.06,0.55
1952,0.09,0.3,0.09,0.5200000000000001
1953,0.09,0.3,0.12,0.4900000000000001
1954,0.09,0.3,0.15,0.4600000000000001
1955,0.09,0.3,0.18,0.4300000000000001
1956,0.09,0.3,0.21,0.40000000000000013
1957,0.09,0.3,0.24,0.3700000000000001
1958,0.09,0.3,0.27,0.3400000000000001
1959,0.09,0.3,0.3,0.3100000000000001
1960,0.09,0.3,0.32999999999999996,0.28000000000000014
1961,0.09,0.3,0.36,0.2500000000000001
1962,0.09,0.3,0.39,0.22000000000000008
1963,0.09,0.3,0.42,0.1900000000000001
1964,0.09,0.3,0.44999999999999996,0.16000000000000014
1965,0.09,0.3,0.48,0.13000000000000012
1966,0.09,0.3,0.51,0.10000000000000009
1967,0.09,0.3,0.54,0.07000000000000006
1968,0.09,0.3,0.57,0.04000000000000015
1969,0.09,0.3,0.6,0.01000000000000012
1970,0.09,0.32999999999999996,0.0,0.5800000000000001
1971,0.09,0.32999999999999996,0.03,0.55
1972,0.09,0.32999999999999996,0.06,0.52
1973,0.09,0.32999999999999996,0.09,0.4900000000000001
1974,0.09,0.32999999999999996,0.12,0.4600000000000001
1975,0.09,0.32999999999999996,0.15,0.43000000000000005
1976,0.09,0.32999999999999996,0.18,0.4000000000000001
1977,0.09,0.32999999999999996,0.21,0.3700000000000001
1978,0.09,0.32999999999999996,0.24,0.3400000000000001
1979,0.09,0.32999999999999996,0.27,0.31000000000000005
1980,0.09,0.32999999999999996,0.3,0.2800000000000001
1981,0.09,0.32999999999999996,0.32999999999999996,0.2500000000000001
1982,0.09,0.32999999999999996,0.36,0.22000000000000008
1983,0.09,0.32999999999999996,0.39,0.19000000000000006
1984,0.09,0.32999999999999996,0.42,0.1600000000000001
1985,0.09,0.32999999999999996,0.44999999999999996,0.13000000000000012
1986,0.09,0.32999999999999996,0.48,0.10000000000000009
1987,0.09,0.32999999999999996,0.51,0.07000000000000006
1988,0.09,0.32999999999999996,0.54,0.040000000000000036
1989,0.09,0.32999999999999996,0.57,0.01000000000000012
1990,0.09,0.36,0.0,0.55
1991,0.09,0.36,0.03,0.52
1992,0.09,0.36,0.06,0.49000000000000005
1993,0.09,0.36,0.09,0.4600000000000001
1994,0.09,0.36,0.12,0.43000000000000005
1995,0.09,0.36,0.15,0.4
1996,0.09,0.36,0.18,0.37000000000000005
1997,0.09,0.36,0.21,0.3400000000000001
1998,0.09,0.36,0.24,0.31000000000000005
1999,0.09,0.36,0.27,0.28
2000,0.09,0.36,0.3,0.25000000000000006
2001,0.09,0.36,0.32999999999999996,0.22000000000000008
2002,0.09,0.36,0.36,0.19000000000000006
2003,0.09,0.36,0.39,0.16000000000000003
2004,0.09,0.36,0.42,0.13000000000000006
2005,0.09,0.36,0.44999999999999996,0.10000000000000009
2006,0.09,0.36,0.48,0.07000000000000006
2007,0.09,0.36,0.51,0.040000000000000036
2008,0.09,0.36,0.54,0.010000000000000009
2009,0.09,0.39,0.0,0.52
2010,0.09,0.39,0.03,0.49
2011,0.09,0.39,0.06,0.46
2012,0.09,0.39,0.09,0.43000000000000005
2013,0.09,0.39,0.12,0.4
2014,0.09,0.39,0.15,0.37
2015,0.09,0.39,0.18,0.34
2016,0.09,0.39,0.21,0.31000000000000005
2017,0.09,0.39,0.24,0.28
2018,0.09,0.39,0.27,0.25
2019,0.09,0.39,0.3,0.22000000000000003
2020,0.09,0.39,0.32999999999999996,0.19000000000000006
2021,0.09,0.39,0.36,0.16000000000000003
2022,0.09,0.39,0.39,0.13
2023,0.09,0.39,0.42,0.10000000000000003
2024,0.09,0.39,0.44999999999999996,0.07000000000000006
2025,0.09,0.39,0.48,0.040000000000000036
2026,0.09,0.39,0.51,0.010000000000000009
2027,0.09,0.42,0.0,0.49000000000000005
2028,0.09,0.42,0.03,0.4600000000000001
2029,0.09,0.42,0.06,0.43000000000000005
2030,0.09,0.42,0.09,0.4
2031,0.09,0.42,0.12,0.37000000000000005
2032,0.09,0.42,0.15,0.3400000000000001
2033,0.09,0.42,0.18,0.31000000000000005
2034,0.09,0.42,0.21,0.28
2035,0.09,0.42,0.24,0.25000000000000006
2036,0.09,0.42,0.27,0.22000000000000003
2037,0.09,0.42,0.3,0.19000000000000006
2038,0.09,0.42,0.32999999999999996,0.1600000000000001
2039,0.09,0.42,0.36,0.13000000000000006
2040,0.09,0.42,0.39,0.10000000000000003
2041,0.09,0.42,0.42,0.07000000000000006
2042,0.09,0.42,0.44999999999999996,0.04000000000000009
2043,0.09,0.42,0.48,0.010000000000000064
2044,0.09,0.44999999999999996,0.0,0.4600000000000001
2045,0.09,0.44999999999999996,0.03,0.43000000000000005
2046,0.09,0.44999999999999996,0.06,0.4000000000000001
2047,0.09,0.44999999999999996,0.09,0.3700000000000001
2048,0.09,0.44999999999999996,0.12,0.3400000000000001
2049,0.09,0.44999999999999996,0.15,0.31000000000000005
2050,0.09,0.44999999999999996,0.18,0.2800000000000001
2051,0.09,0.44999999999999996,0.21,0.2500000000000001
2052,0.09,0.44999999999999996,0.24,0.22000000000000008
2053,0.09,0.44999999999999996,0.27,0.19000000000000006
2054,0.09,0.44999999999999996,0.3,0.1600000000000001
2055,0.09,0.44999999999999996,0.32999999999999996,0.13000000000000012
2056,0.09,0.44999999999999996,0.36,0.10000000000000009
2057,0.09,0.44999999999999996,0.39,0.07000000000000006
2058,0.09,0.44999999999999996,0.42,0.04000000000000009
2059,0.09,0.44999999999999996,0.44999999999999996,0.01000000000000012
2060,0.09,0.48,0.0,0.43000000000000005
2061,0.09,0.48,0.03,0.4
2062,0.09,0.48,0.06,0.37000000000000005
2063,0.09,0.48,0.09,0.3400000000000001
2064,0.09,0.48,0.12,0.31000000000000005
2065,0.09,0.48,0.15,0.28
2066,0.09,0.48,0.18,0.25000000000000006
2067,0.09,0.48,0.21,0.22000000000000006
2068,0.09,0.48,0.24,0.19000000000000006
2069,0.09,0.48,0.27,0.16000000000000003
2070,0.09,0.48,0.3,0.13000000000000006
2071,0.09,0.48,0.32999999999999996,0.10000000000000009
2072,0.09,0.48,0.36,0.07000000000000006
2073,0.09,0.48,0.39,0.040000000000000036
2074,0.09,0.48,0.42,0.010000000000000064
2075,0.09,0.51,0.0,0.4
2076,0.09,0.51,0.03,0.37
2077,0.09,0.51,0.06,0.34
2078,0.09,0.51,0.09,0.31000000000000005
2079,0.09,0.51,0.12,0.28
2080,0.09,0.51,0.15,0.25
2081,0.09,0.51,0.18,0.22000000000000003
2082,0.09,0.51,0.21,0.19000000000000003
2083,0.09,0.51,0.24,0.16000000000000003
2084,0.09,0.51,0.27,0.13
2085,0.09,0.51,0.3,0.10000000000000003
2086,0.09,0.51,0.32999999999999996,0.07000000000000006
2087,0.09,0.51,0.36,0.040000000000000036
2088,0.09,0.51,0.39,0.010000000000000009
2089,0.09,0.54,0.0,0.37
2090,0.09,0.54,0.03,0.33999999999999997
2091,0.09,0.54,0.06,0.31
2092,0.09,0.54,0.09,0.28
2093,0.09,0.54,0.12,0.25
2094,0.09,0.54,0.15,0.22
2095,0.09,0.54,0.18,0.19
2096,0.09,0.54,0.21,0.16
2097,0.09,0.54,0.24,0.13
2098,0.09,0.54,0.27,0.09999999999999998
2099,0.09,0.54,0.3,0.07
2100,0.09,0.54,0.32999999999999996,0.040000000000000036
2101,0.09,0.54,0.36,0.010000000000000009
2102,0.09,0.57,0.0,0.3400000000000001
2103,0.09,0.57,0.03,0.31000000000000005
2104,0.09,0.57,0.06,0.2800000000000001
2105,0.09,0.57,0.09,0.2500000000000001
2106,0.09,0.57,0.12,0.22000000000000008
2107,0.09,0.57,0.15,0.19000000000000009
2108,0.09,0.57,0.18,0.1600000000000001
2109,0.09,0.57,0.21,0.1300000000000001
2110,0.09,0.57,0.24,0.10000000000000009
2111,0.09,0.57,0.27,0.07000000000000006
2112,0.09,0.57,0.3,0.04000000000000009
2113,0.09,0.57,0.32999999999999996,0.01000000000000012
2114,0.09,0.6,0.0,0.31000000000000005
2115,0.09,0.6,0.03,0.28
2116,0.09,0.6,0.06,0.25000000000000006
2117,0.09,0.6,0.09,0.22000000000000006
2118,0.09,0.6,0.12,0.19000000000000006
2119,0.09,0.6,0.15,0.16000000000000006
2120,0.09,0.6,0.18,0.13000000000000006
2121,0.09,0.6,0.21,0.10000000000000006
2122,0.09,0.6,0.24,0.07000000000000006
2123,0.09,0.6,0.27,0.040000000000000036
2124,0.09,0.6,0.3,0.010000000000000064
2125,0.09,0.63,0.0,0.28
2126,0.09,0.63,0.03,0.25
2127,0.09,0.63,0.06,0.22000000000000003
2128,0.09,0.63,0.09,0.19000000000000003
2129,0.09,0.63,0.12,0.16000000000000003
2130,0.09,0.63,0.15,0.13000000000000003
2131,0.09,0.63,0.18,0.10000000000000003
2132,0.09,0.63,0.21,0.07000000000000003
2133,0.09,0.63,0.24,0.040000000000000036
2134,0.09,0.63,0.27,0.010000000000000009
2135,0.09,0.6599999999999999,0.0,0.2500000000000001
2136,0.09,0.6599999999999999,0.03,0.2200000000000001
2137,0.09,0.6599999999999999,0.06,0.1900000000000001
2138,0.09,0.6599999999999999,0.09,0.16000000000000011
2139,0.09,0.6599999999999999,0.12,0.13000000000000012
2140,0.09,0.6599999999999999,0.15,0.10000000000000012
2141,0.09,0.6599999999999999,0.18,0.07000000000000012
2142,0.09,0.6599999999999999,0.21,0.04000000000000012
2143,0.09,0.6599999999999999,0.24,0.01000000000000012
2144,0.09,0.69,0.0,0.22000000000000008
2145,0.09,0.69,0.03,0.19000000000000009
2146,0.09,0.69,0.06,0.1600000000000001
2147,0.09,0.69,0.09,0.1300000000000001
2148,0.09,0.69,0.12,0.10000000000000009
2149,0.09,0.69,0.15,0.07000000000000009
2150,0.09,0.69,0.18,0.04000000000000009
2151,0.09,0.69,0.21,0.010000000000000092
2152,0.09,0.72,0.0,0.19000000000000006
2153,0.09,0.72,0.03,0.16000000000000006
2154,0.09,0.72,0.06,0.13000000000000006
2155,0.09,0.72,0.09,0.10000000000000006
2156,0.09,0.72,0.12,0.07000000000000006
2157,0.09,0.72,0.15,0.04000000000000006
2158,0.09,0.72,0.18,0.010000000000000064
2159,0.09,0.75,0.0,0.16000000000000003
2160,0.09,0.75,0.03,0.13000000000000003
2161,0.09,0.75,0.06,0.10000000000000003
2162,0.09,0.75,0.09,0.07000000000000003
2163,0.09,0.75,0.12,0.040000000000000036
2164,0.09,0.75,0.15,0.010000000000000037
2165,0.09,0.78,0.0,0.13
2166,0.09,0.78,0.03,0.1
2167,0.09,0.78,0.06,0.07
2168,0.09,0.78,0.09,0.04000000000000001
2169,0.09,0.78,0.12,0.010000000000000009
2170,0.09,0.8099999999999999,0.0,0.10000000000000009
2171,0.09,0.8099999999999999,0.03,0.07000000000000009
2172,0.09,0.8099999999999999,0.06,0.04000000000000009
2173,0.09,0.8099999999999999,0.09,0.010000000000000092
2174,0.09,0.84,0.0,0.07000000000000006
2175,0.09,0.84,0.03,0.04000000000000006
2176,0.09,0.84,0.06,0.010000000000000064
2177,0.09,0.87,0.0,0.040000000000000036
2178,0.09,0.87,0.03,0.010000000000000037
2179,0.09,0.8999999999999999,0.0,0.01000000000000012
2180,0.12,0.0,0.0,0.88
2181,0.12,0.0,0.03,0.85
2182,0.12,0.0,0.06,0.8200000000000001
2183,0.12,0.0,0.09,0.79
2184,0.12,0.0,0.12,0.76
2185,0.12,0.0,0.15,0.73
2186,0.12,0.0,0.18,0.7
2187,0.12,0.0,0.21,0.67
2188,0.12,0.0,0.24,0.64
2189,0.12,0.0,0.27,0.61
2190,0.12,0.0,0.3,0.5800000000000001
2191,0.12,0.0,0.32999999999999996,0.55
2192,0.12,0.0,0.36,0.52
2193,0.12,0.0,0.39,0.49
2194,0.12,0.0,0.42,0.46
2195,0.12,0.0,0.44999999999999996,0.43000000000000005
2196,0.12,0.0,0.48,0.4
2197,0.12,0.0,0.51,0.37
2198,0.12,0.0,0.54,0.33999999999999997
2199,0.12,0.0,0.57,0.31000000000000005
2200,0.12,0.0,0.6,0.28
2201,0.12,0.0,0.63,0.25
2202,0.12,0.0,0.6599999999999999,0.22000000000000008
2203,0.12,0.0,0.69,0.19000000000000006
2204,0.12,0.0,0.72,0.16000000000000003
2205,0.12,0.0,0.75,0.13
2206,0.12,0.0,0.78,0.09999999999999998
2207,0.12,0.0,0.8099999999999999,0.07000000000000006
2208,0.12,0.0,0.84,0.040000000000000036
2209,0.12,0.0,0.87,0.010000000000000009
2210,0.12,0.03,0.0,0.85
2211,0.12,0.03,0.03,0.82
2212,0.12,0.03,0.06,0.79
2213,0.12,0.03,0.09,0.76
2214,0.12,0.03,0.12,0.73
2215,0.12,0.03,0.15,0.7
2216,0.12,0.03,0.18,0.6699999999999999
2217,0.12,0.03,0.21,0.64
2218,0.12,0.03,0.24,0.61
2219,0.12,0.03,0.27,0.58
2220,0.12,0.03,0.3,0.55
2221,0.12,0.03,0.32999999999999996,0.52
2222,0.12,0.03,0.36,0.49
2223,0.12,0.03,0.39,0.45999999999999996
2224,0.12,0.03,0.42,0.43
2225,0.12,0.03,0.44999999999999996,0.4
2226,0.12,0.03,0.48,0.37
2227,0.12,0.03,0.51,0.33999999999999997
2228,0.12,0.03,0.54,0.30999999999999994
2229,0.12,0.03,0.57,0.28
2230,0.12,0.03,0.6,0.25
2231,0.12,0.03,0.63,0.21999999999999997
2232,0.12,0.03,0.6599999999999999,0.19000000000000006
2233,0.12,0.03,0.69,0.16000000000000003
2234,0.12,0.03,0.72,0.13
2235,0.12,0.03,0.75,0.09999999999999998
2236,0.12,0.03,0.78,0.06999999999999995
2237,0.12,0.03,0.8099999999999999,0.040000000000000036
2238,0.12,0.03,0.84,0.010000000000000009
2239,0.12,0.06,0.0,0.8200000000000001
2240,0.12,0.06,0.03,0.79
2241,0.12,0.06,0.06,0.76
2242,0.12,0.06,0.09,0.7300000000000001
2243,0.12,0.06,0.12,0.7000000000000001
2244,0.12,0.06,0.15,0.67
2245,0.12,0.06,0.18,0.6400000000000001
2246,0.12,0.06,0.21,0.6100000000000001
2247,0.12,0.06,0.24,0.5800000000000001
2248,0.12,0.06,0.27,0.55
2249,0.12,0.06,0.3,0.52
2250,0.12,0.06,0.32999999999999996,0.4900000000000001
2251,0.12,0.06,0.36,0.4600000000000001
2252,0.12,0.06,0.39,0.43000000000000005
2253,0.12,0.06,0.42,0.4000000000000001
2254,0.12,0.06,0.44999999999999996,0.3700000000000001
2255,0.12,0.06,0.48,0.3400000000000001
2256,0.12,0.06,0.51,0.31000000000000005
2257,0.12,0.06,0.54,0.28
2258,0.12,0.06,0.57,0.2500000000000001
2259,0.12,0.06,0.6,0.22000000000000008
2260,0.12,0.06,0.63,0.19000000000000006
2261,0.12,0.06,0.6599999999999999,0.16000000000000014
2262,0.12,0.06,0.69,0.13000000000000012
2263,0.12,0.06,0.72,0.10000000000000009
2264,0.12,0.06,0.75,0.07000000000000006
2265,0.12,0.06,0.78,0.040000000000000036
2266,0.12,0.06,0.8099999999999999,0.01000000000000012
2267,0.12,0.09,0.0,0.79
2268,0.12,0.09,0.03,0.76
2269,0.12,0.09,0.06,0.73
2270,0.12,0.09,0.09,0.7000000000000001
2271,0.12,0.09,0.12,0.67
2272,0.12,0.09,0.15,0.64
2273,0.12,0.09,0.18,0.6100000000000001
2274,0.12,0.09,0.21,0.5800000000000001
2275,0.12,0.09,0.24,0.55
2276,0.12,0.09,0.27,0.52
2277,0.12,0.09,0.3,0.49000000000000005
2278,0.12,0.09,0.32999999999999996,0.4600000000000001
2279,0.12,0.09,0.36,0.43000000000000005
2280,0.12,0.09,0.39,0.4
2281,0.12,0.09,0.42,0.37000000000000005
2282,0.12,0.09,0.44999999999999996,0.3400000000000001
2283,0.12,0.09,0.48,0.31000000000000005
2284,0.12,0.09,0.51,0.28
2285,0.12,0.09,0.54,0.25
2286,0.12,0.09,0.57,0.22000000000000008
2287,0.12,0.09,0.6,0.19000000000000006
2288,0.12,0.09,0.63,0.16000000000000003
2289,0.12,0.09,0.6599999999999999,0.13000000000000012
2290,0.12,0.09,0.69,0.10000000000000009
2291,0.12,0.09,0.72,0.07000000000000006
2292,0.12,0.09,0.75,0.040000000000000036
2293,0.12,0.09,0.78,0.010000000000000009
2294,0.12,0.12,0.0,0.76
2295,0.12,0.12,0.03,0.73
2296,0.12,0.12,0.06,0.7
2297,0.12,0.12,0.09,0.67
2298,0.12,0.12,0.12,0.64
2299,0.12,0.12,0.15,0.61
2300,0.12,0.12,0.18,0.5800000000000001
2301,0.12,0.12,0.21,0.55
2302,0.12,0.12,0.24,0.52
