,b1,b2,b3,b4
437,0.0,0.48,0.39,0.13
438,0.0,0.48,0.42,0.10000000000000003
439,0.0,0.48,0.44999999999999996,0.07000000000000006
440,0.0,0.48,0.48,0.040000000000000036
441,0.0,0.48,0.51,0.010000000000000009
442,0.0,0.51,0.0,0.49
443,0.0,0.51,0.03,0.45999999999999996
444,0.0,0.51,0.06,0.43
445,0.0,0.51,0.09,0.4
446,0.0,0.51,0.12,0.37
447,0.0,0.51,0.15,0.33999999999999997
448,0.0,0.51,0.18,0.31
449,0.0,0.51,0.21,0.28
450,0.0,0.51,0.24,0.25
451,0.0,0.51,0.27,0.21999999999999997
452,0.0,0.51,0.3,0.19
453,0.0,0.51,0.32999999999999996,0.16000000000000003
454,0.0,0.51,0.36,0.13
455,0.0,0.51,0.39,0.09999999999999998
456,0.0,0.51,0.42,0.07
457,0.0,0.51,0.44999999999999996,0.040000000000000036
458,0.0,0.51,0.48,0.010000000000000009
459,0.0,0.54,0.0,0.45999999999999996
460,0.0,0.54,0.03,0.42999999999999994
461,0.0,0.54,0.06,0.39999999999999997
462,0.0,0.54,0.09,0.37
463,0.0,0.54,0.12,0.33999999999999997
464,0.0,0.54,0.15,0.30999999999999994
465,0.0,0.54,0.18,0.27999999999999997
466,0.0,0.54,0.21,0.24999999999999997
467,0.0,0.54,0.24,0.21999999999999997
468,0.0,0.54,0.27,0.18999999999999995
469,0.0,0.54,0.3,0.15999999999999998
470,0.0,0.54,0.32999999999999996,0.13
471,0.0,0.54,0.36,0.09999999999999998
472,0.0,0.54,0.39,0.06999999999999995
473,0.0,0.54,0.42,0.03999999999999998
474,0.0,0.54,0.44999999999999996,0.010000000000000009
475,0.0,0.57,0.0,0.43000000000000005
476,0.0,0.57,0.03,0.4
477,0.0,0.57,0.06,0.37000000000000005
478,0.0,0.57,0.09,0.3400000000000001
479,0.0,0.57,0.12,0.31000000000000005
480,0.0,0.57,0.15,0.28
481,0.0,0.57,0.18,0.25000000000000006
482,0.0,0.57,0.21,0.22000000000000006
483,0.0,0.57,0.24,0.19000000000000006
484,0.0,0.57,0.27,0.16000000000000003
485,0.0,0.57,0.3,0.13000000000000006
486,0.0,0.57,0.32999999999999996,0.10000000000000009
487,0.0,0.57,0.36,0.07000000000000006
488,0.0,0.57,0.39,0.040000000000000036
489,0.0,0.57,0.42,0.010000000000000064
490,0.0,0.6,0.0,0.4
491,0.0,0.6,0.03,0.37
492,0.0,0.6,0.06,0.34
493,0.0,0.6,0.09,0.31000000000000005
494,0.0,0.6,0.12,0.28
495,0.0,0.6,0.15,0.25
496,0.0,0.6,0.18,0.22000000000000003
497,0.0,0.6,0.21,0.19000000000000003
498,0.0,0.6,0.24,0.16000000000000003
499,0.0,0.6,0.27,0.13
500,0.0,0.6,0.3,0.10000000000000003
501,0.0,0.6,0.32999999999999996,0.07000000000000006
502,0.0,0.6,0.36,0.040000000000000036
503,0.0,0.6,0.39,0.010000000000000009
504,0.0,0.63,0.0,0.37
505,0.0,0.63,0.03,0.33999999999999997
506,0.0,0.63,0.06,0.31
507,0.0,0.63,0.09,0.28
508,0.0,0.63,0.12,0.25
509,0.0,0.63,0.15,0.22
510,0.0,0.63,0.18,0.19
511,0.0,0.63,0.21,0.16
512,0.0,0.63,0.24,0.13
513,0.0,0.63,0.27,0.09999999999999998
514,0.0,0.63,0.3,0.07
515,0.0,0.63,0.32999999999999996,0.040000000000000036
516,0.0,0.63,0.36,0.010000000000000009
517,0.0,0.6599999999999999,0.0,0.3400000000000001
518,0.0,0.6599999999999999,0.03,0.31000000000000005
519,0.0,0.6599999999999999,0.06,0.2800000000000001
520,0.0,0.6599999999999999,0.09,0.2500000000000001
521,0.0,0.6599999999999999,0.12,0.22000000000000008
522,0.0,0.6599999999999999,0.15,0.19000000000000009
523,0.0,0.6599999999999999,0.18,0.1600000000000001
524,0.0,0.6599999999999999,0.21,0.1300000000000001
525,0.0,0.6599999999999999,0.24,0.10000000000000009
526,0.0,0.6599999999999999,0.27,0.07000000000000006
527,0.0,0.6599999999999999,0.3,0.04000000000000009
528,0.0,0.6599999999999999,0.32999999999999996,0.01000000000000012
529,0.0,0.69,0.0,0.31000000000000005
530,0.0,0.69,0.03,0.28
531,0.0,0.69,0.06,0.25000000000000006
532,0.0,0.69,0.09,0.22000000000000006
533,0.0,0.69,0.12,0.19000000000000006
534,0.0,0.69,0.15,0.16000000000000006
535,0.0,0.69,0.18,0.13000000000000006
536,0.0,0.69,0.21,0.10000000000000006
537,0.0,0.69,0.24,0.07000000000000006
538,0.0,0.69,0.27,0.040000000000000036
539,0.0,0.69,0.3,0.010000000000000064
540,0.0,0.72,0.0,0.28
541,0.0,0.72,0.03,0.25
542,0.0,0.72,0.06,0.22000000000000003
543,0.0,0.72,0.09,0.19000000000000003
544,0.0,0.72,0.12,0.16000000000000003
545,0.0,0.72,0.15,0.13000000000000003
546,0.0,0.72,0.18,0.10000000000000003
547,0.0,0.72,0.21,0.07000000000000003
548,0.0,0.72,0.24,0.040000000000000036
549,0.0,0.72,0.27,0.010000000000000009
550,0.0,0.75,0.0,0.25
551,0.0,0.75,0.03,0.22
552,0.0,0.75,0.06,0.19
553,0.0,0.75,0.09,0.16
554,0.0,0.75,0.12,0.13
555,0.0,0.75,0.15,0.1
556,0.0,0.75,0.18,0.07
557,0.0,0.75,0.21,0.04000000000000001
558,0.0,0.75,0.24,0.010000000000000009
559,0.0,0.78,0.0,0.21999999999999997
560,0.0,0.78,0.03,0.18999999999999997
561,0.0,0.78,0.06,0.15999999999999998
562,0.0,0.78,0.09,0.12999999999999998
563,0.0,0.78,0.12,0.09999999999999998
564,0.0,0.78,0.15,0.06999999999999998
565,0.0,0.78,0.18,0.03999999999999998
566,0.0,0.78,0.21,0.009999999999999981
567,0.0,0.8099999999999999,0.0,0.19000000000000006
568,0.0,0.8099999999999999,0.03,0.16000000000000006
569,0.0,0.8099999999999999,0.06,0.13000000000000006
570,0.0,0.8099999999999999,0.09,0.10000000000000006
571,0.0,0.8099999999999999,0.12,0.07000000000000006
572,0.0,0.8099999999999999,0.15,0.04000000000000006
573,0.0,0.8099999999999999,0.18,0.010000000000000064
574,0.0,0.84,0.0,0.16000000000000003
575,0.0,0.84,0.03,0.13000000000000003
576,0.0,0.84,0.06,0.10000000000000003
577,0.0,0.84,0.09,0.07000000000000003
578,0.0,0.84,0.12,0.040000000000000036
579,0.0,0.84,0.15,0.010000000000000037
580,0.0,0.87,0.0,0.13
581,0.0,0.87,0.03,0.1
582,0.0,0.87,0.06,0.07
583,0.0,0.87,0.09,0.04000000000000001
584,0.0,0.87,0.12,0.010000000000000009
585,0.0,0.8999999999999999,0.0,0.10000000000000009
586,0.0,0.8999999999999999,0.03,0.07000000000000009
587,0.0,0.8999999999999999,0.06,0.04000000000000009
588,0.0,0.8999999999999999,0.09,0.010000000000000092
589,0.0,0.9299999999999999,0.0,0.07000000000000006
590,0.0,0.9299999999999999,0.03,0.04000000000000006
591,0.0,0.9299999999999999,0.06,0.010000000000000064
592,0.0,0.96,0.0,0.040000000000000036
593,0.0,0.96,0.03,0.010000000000000037
594,0.0,0.99,0.0,0.010000000000000009
595,0.03,0.0,0.0,0.97
596,0.03,0.0,0.03,0.94
597,0.03,0.0,0.06,0.9099999999999999
598,0.03,0.0,0.09,0.88
599,0.03,0.0,0.12,0.85
600,0.03,0.0,0.15,0.82
601,0.03,0.0,0.18,0.79
602,0.03,0.0,0.21,0.76
603,0.03,0.0,0.24,0.73
604,0.03,0.0,0.27,0.7
605,0.03,0.0,0.3,0.6699999999999999
606,0.03,0.0,0.32999999999999996,0.64
607,0.03,0.0,0.36,0.61
608,0.03,0.0,0.39,0.58
609,0.03,0.0,0.42,0.55
610,0.03,0.0,0.44999999999999996,0.52
611,0.03,0.0,0.48,0.49
612,0.03,0.0,0.51,0.45999999999999996
613,0.03,0.0,0.54,0.42999999999999994
614,0.03,0.0,0.57,0.4
615,0.03,0.0,0.6,0.37
616,0.03,0.0,0.63,0.33999999999999997
617,0.03,0.0,0.6599999999999999,0.31000000000000005
618,0.03,0.0,0.69,0.28
619,0.03,0.0,0.72,0.25
620,0.03,0.0,0.75,0.21999999999999997
621,0.03,0.0,0.78,0.18999999999999995
622,0.03,0.0,0.8099999999999999,0.16000000000000003
623,0.03,0.0,0.84,0.13
624,0.03,0.0,0.87,0.09999999999999998
625,0.03,0.0,0.8999999999999999,0.07000000000000006
626,0.03,0.0,0.9299999999999999,0.040000000000000036
627,0.03,0.0,0.96,0.010000000000000009
628,0.03,0.03,0.0,0.94
629,0.03,0.03,0.03,0.9099999999999999
630,0.03,0.03,0.06,0.8799999999999999
631,0.03,0.03,0.09,0.85
632,0.03,0.03,0.12,0.82
633,0.03,0.03,0.15,0.7899999999999999
