,X,Y,Z,W,Q,T,time,experiment
88,0.0,1.0,0.0,0.0,1.0,1.0,37.15025150448457,3
89,0.0,1.0,0.0,0.0,0.0,1.0,37.594040301703465,3
90,1.0,1.0,0.0,0.0,0.0,1.0,37.64828004329891,3
91,0.0,1.0,0.0,0.0,0.0,1.0,37.654578744682595,3
92,0.0,1.0,0.0,0.0,0.0,0.0,38.29486803481639,3
93,0.0,1.0,0.0,0.0,1.0,0.0,38.326339621497574,3
94,0.0,0.0,0.0,0.0,1.0,0.0,38.718285584153186,3
95,0.0,1.0,0.0,0.0,1.0,0.0,40.07871849256497,3
96,0.0,1.0,0.0,0.0,1.0,1.0,40.899561613712294,3
97,1.0,1.0,0.0,0.0,1.0,1.0,40.974109486684455,3
98,1.0,1.0,1.0,0.0,1.0,1.0,41.04733763979591,3
99,1.0,1.0,1.0,0.0,0.0,1.0,41.265047916766214,3
100,1.0,1.0,1.0,0.0,0.0,0.0,41.36657275134321,3
101,1.0,0.0,1.0,0.0,0.0,0.0,41.6628267274756,3
102,1.0,0.0,1.0,0.0,0.0,1.0,41.9793961644642,3
103,1.0,0.0,1.0,0.0,0.0,0.0,42.18162296917805,3
104,1.0,1.0,1.0,0.0,0.0,0.0,42.702152052043935,3
105,0.0,1.0,1.0,0.0,0.0,0.0,42.876135758540705,3
106,0.0,1.0,0.0,0.0,0.0,0.0,43.35802889763827,3
107,0.0,1.0,0.0,0.0,1.0,0.0,43.880334371452484,3
108,0.0,1.0,0.0,0.0,1.0,1.0,44.11393512159686,3
109,1.0,1.0,0.0,0.0,1.0,1.0,44.1808441115887,3
110,1.0,1.0,0.0,0.0,0.0,1.0,44.18563425841353,3
111,1.0,1.0,0.0,1.0,0.0,1.0,44.389998711131646,3
112,1.0,1.0,0.0,0.0,0.0,1.0,44.624559520030346,3
113,1.0,1.0,0.0,0.0,0.0,0.0,44.72168345455431,3
114,0.0,1.0,0.0,0.0,0.0,0.0,45.05793631517211,3
115,0.0,0.0,0.0,0.0,0.0,0.0,45.16880034280997,3
116,0.0,0.0,0.0,0.0,1.0,0.0,45.99718818367827,3
117,0.0,0.0,0.0,1.0,1.0,0.0,46.779986131556704,3
118,0.0,0.0,0.0,0.0,1.0,0.0,46.8600840930649,3
119,1.0,0.0,0.0,0.0,1.0,0.0,46.9713430644254,3
120,1.0,0.0,1.0,0.0,1.0,0.0,47.28804142633224,3
121,1.0,0.0,1.0,0.0,0.0,0.0,48.00789945475928,3
122,0.0,0.0,1.0,0.0,0.0,0.0,48.56228907085722,3
123,0.0,0.0,1.0,1.0,0.0,0.0,48.7782753931978,3
124,0.0,0.0,1.0,0.0,0.0,0.0,49.14500806195061,3
125,0.0,0.0,1.0,1.0,0.0,0.0,49.16142462164328,3
126,0.0,0.0,0.0,1.0,0.0,0.0,50.05156607937499,3
0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,4
1,1.0,1.0,1.0,0.0,1.0,0.0,0.03302576805720093,4
2,1.0,1.0,1.0,0.0,0.0,0.0,0.35645839470485013,4
3,1.0,1.0,0.0,0.0,0.0,0.0,1.9107743870073943,4
4,1.0,1.0,0.0,0.0,0.0,1.0,2.054317185539506,4
5,1.0,1.0,0.0,0.0,1.0,1.0,2.4078559724343758,4
6,1.0,1.0,0.0,0.0,1.0,0.0,2.7025860668264214,4
7,0.0,1.0,0.0,0.0,1.0,0.0,2.809365802902961,4
8,0.0,1.0,1.0,0.0,1.0,0.0,2.9405646686225877,4
9,0.0,1.0,1.0,0.0,0.0,0.0,3.0251933717389963,4
10,0.0,0.0,1.0,0.0,0.0,0.0,3.641965661100707,4
11,0.0,0.0,1.0,1.0,0.0,0.0,3.6978740408885877,4
12,1.0,0.0,1.0,1.0,0.0,0.0,3.7163884881092546,4
13,1.0,0.0,1.0,0.0,0.0,0.0,4.280928011460904,4
14,1.0,0.0,0.0,0.0,0.0,0.0,4.469111412616734,4
15,0.0,0.0,0.0,0.0,0.0,0.0,4.7214669348474585,4
16,1.0,0.0,0.0,0.0,0.0,0.0,5.122124702674617,4
17,1.0,0.0,0.0,1.0,0.0,0.0,5.7944999348994575,4
18,1.0,0.0,0.0,1.0,0.0,1.0,5.867150816951341,4
19,0.0,0.0,0.0,1.0,0.0,1.0,6.582370268886252,4
20,0.0,0.0,0.0,0.0,0.0,1.0,6.766240846482071,4
21,0.0,0.0,1.0,0.0,0.0,1.0,6.8847054107676255,4
22,0.0,0.0,0.0,0.0,0.0,1.0,7.001090099584268,4
23,0.0,0.0,0.0,0.0,1.0,1.0,7.573562285074107,4
24,0.0,0.0,0.0,0.0,0.0,1.0,7.884973819693195,4
25,0.0,1.0,0.0,0.0,0.0,1.0,8.16085428024151,4
26,0.0,1.0,0.0,0.0,1.0,1.0,9.396908679012249,4
27,0.0,1.0,0.0,0.0,1.0,0.0,9.618521015247952,4
28,1.0,1.0,0.0,0.0,1.0,0.0,10.481886445300766,4
29,1.0,1.0,1.0,0.0,1.0,0.0,10.58861057638126,4
30,1.0,1.0,1.0,0.0,0.0,0.0,10.655748462049388,4
31,1.0,1.0,1.0,0.0,0.0,1.0,10.706586698982695,4
32,1.0,1.0,0.0,0.0,0.0,1.0,10.85592637171478,4
33,1.0,1.0,1.0,0.0,0.0,1.0,11.181507400235045,4
34,1.0,1.0,1.0,0.0,0.0,0.0,11.63613928517307,4
35,1.0,1.0,1.0,0.0,0.0,1.0,11.820047107690261,4
36,1.0,1.0,1.0,0.0,1.0,1.0,11.82193255207606,4
37,1.0,1.0,1.0,0.0,0.0,1.0,12.046354489668259,4
38,1.0,1.0,1.0,1.0,0.0,1.0,12.846092832869044,4
39,1.0,1.0,1.0,0.0,0.0,1.0,13.033694906243403,4
40,1.0,1.0,1.0,0.0,0.0,0.0,13.378594193475498,4
41,1.0,0.0,1.0,0.0,0.0,0.0,13.5756234670739,4
42,1.0,0.0,1.0,1.0,0.0,0.0,13.58468538480106,4
43,1.0,0.0,0.0,1.0,0.0,0.0,13.814608455536131,4
44,1.0,1.0,0.0,1.0,0.0,0.0,14.517514513301236,4
45,0.0,1.0,0.0,1.0,0.0,0.0,14.527822116615186,4
46,0.0,1.0,0.0,1.0,0.0,1.0,14.708386329978056,4
47,0.0,1.0,0.0,1.0,0.0,0.0,14.895946292309272,4
48,0.0,1.0,0.0,0.0,0.0,0.0,15.620337904263778,4
49,1.0,1.0,0.0,0.0,0.0,0.0,15.737252176084635,4
50,1.0,1.0,0.0,0.0,1.0,0.0,15.946481120695934,4
51,1.0,1.0,0.0,0.0,0.0,0.0,17.15405790304636,4
52,1.0,1.0,0.0,0.0,0.0,1.0,19.164336934432008,4
53,1.0,1.0,1.0,0.0,0.0,1.0,20.060953970266336,4
54,0.0,1.0,1.0,0.0,0.0,1.0,20.345544536932177,4
55,0.0,1.0,1.0,0.0,0.0,0.0,20.541682789672226,4
56,0.0,1.0,1.0,0.0,0.0,1.0,20.6919751630281,4
57,0.0,1.0,1.0,0.0,0.0,0.0,20.99264865110273,4
58,0.0,1.0,1.0,0.0,0.0,1.0,21.864362165694786,4
59,0.0,0.0,1.0,0.0,0.0,1.0,22.195652443997897,4
60,0.0,0.0,1.0,1.0,0.0,1.0,22.610842763223634,4
61,0.0,0.0,0.0,1.0,0.0,1.0,22.619282186643865,4
62,1.0,0.0,0.0,1.0,0.0,1.0,22.657157708690946,4
63,1.0,1.0,0.0,1.0,0.0,1.0,22.69159622672433,4
64,1.0,0.0,0.0,1.0,0.0,1.0,22.773474430813287,4
65,1.0,0.0,0.0,0.0,0.0,1.0,23.450417035559276,4
66,1.0,0.0,1.0,0.0,0.0,1.0,23.4666076990302,4
67,1.0,0.0,1.0,1.0,0.0,1.0,23.48933383322229,4
68,1.0,0.0,1.0,1.0,1.0,1.0,23.583072730578237,4
69,1.0,0.0,0.0,1.0,1.0,1.0,23.61630586162395,4
70,1.0,0.0,0.0,0.0,1.0,1.0,23.76203879325355,4
71,1.0,0.0,0.0,1.0,1.0,1.0,24.43178254681486,4
72,1.0,0.0,0.0,0.0,1.0,1.0,25.057775552666207,4
73,1.0,0.0,0.0,0.0,0.0,1.0,25.247979508655586,4
74,1.0,0.0,0.0,1.0,0.0,1.0,25.307874723591787,4
75,0.0,0.0,0.0,1.0,0.0,1.0,25.42029138997124,4
76,0.0,0.0,1.0,1.0,0.0,1.0,25.522964599115824,4
77,0.0,0.0,0.0,1.0,0.0,1.0,25.53685075108363,4
78,0.0,0.0,0.0,0.0,0.0,1.0,26.141290728704007,4
79,0.0,0.0,0.0,0.0,1.0,1.0,26.20618714066698,4
80,0.0,0.0,0.0,1.0,1.0,1.0,26.409577198894997,4
81,0.0,0.0,1.0,1.0,1.0,1.0,26.666850742890094,4
82,0.0,0.0,1.0,0.0,1.0,1.0,26.963198024314583,4
83,0.0,0.0,1.0,1.0,1.0,1.0,27.467292117720262,4
84,0.0,0.0,1.0,1.0,0.0,1.0,27.95324739449804,4
85,0.0,0.0,1.0,1.0,0.0,0.0,27.97321726735999,4
86,0.0,0.0,1.0,0.0,0.0,0.0,28.34283806873989,4
87,0.0,0.0,0.0,0.0,0.0,0.0,28.71755355343168,4
88,0.0,0.0,0.0,1.0,0.0,0.0,28.756883704936186,4
89,1.0,0.0,0.0,1.0,0.0,0.0,28.75818218974151,4
90,1.0,0.0,0.0,1.0,1.0,0.0,28.776838392587734,4
91,1.0,1.0,0.0,1.0,1.0,0.0,29.690297556235155,4
92,1.0,1.0,0.0,1.0,0.0,0.0,29.90779667973178,4
93,1.0,1.0,0.0,1.0,0.0,1.0,29.946438216083262,4
94,1.0,1.0,0.0,1.0,0.0,0.0,30.17265483313988,4
95,1.0,0.0,0.0,1.0,0.0,0.0,30.429912165372702,4
96,1.0,0.0,0.0,1.0,0.0,1.0,30.61631404649349,4
97,0.0,0.0,0.0,1.0,0.0,1.0,31.22283245897694,4
98,0.0,0.0,0.0,0.0,0.0,1.0,31.277001733582985,4
99,1.0,0.0,0.0,0.0,0.0,1.0,31.35986714466791,4
100,1.0,0.0,0.0,0.0,1.0,1.0,31.370147197318637,4
101,1.0,0.0,0.0,0.0,0.0,1.0,31.50690371868964,4
102,1.0,0.0,0.0,0.0,1.0,1.0,32.60582825916956,4
103,1.0,0.0,0.0,0.0,1.0,0.0,32.669310292833536,4
104,0.0,0.0,0.0,0.0,1.0,0.0,33.35177770736028,4
105,0.0,0.0,0.0,0.0,0.0,0.0,33.40976810081248,4
106,0.0,0.0,1.0,0.0,0.0,0.0,33.9755868652272,4
107,1.0,0.0,1.0,0.0,0.0,0.0,34.442084856551794,4
108,1.0,0.0,1.0,0.0,0.0,1.0,34.517103716557415,4
109,1.0,0.0,1.0,1.0,0.0,1.0,34.60519566840638,4
110,1.0,0.0,1.0,1.0,0.0,0.0,35.02646510104622,4
111,1.0,0.0,1.0,0.0,0.0,0.0,35.29601569616745,4
112,1.0,1.0,1.0,0.0,0.0,0.0,35.3218365304446,4
113,1.0,1.0,1.0,1.0,0.0,0.0,35.443581426155646,4
114,1.0,1.0,1.0,1.0,0.0,1.0,35.575134406095344,4
115,0.0,1.0,1.0,1.0,0.0,1.0,35.588623882375565,4
116,1.0,1.0,1.0,1.0,0.0,1.0,36.11853957407934,4
117,1.0,1.0,1.0,1.0,0.0,0.0,36.359641370314755,4
118,1.0,1.0,1.0,1.0,1.0,0.0,36.68238249607015,4
119,1.0,1.0,1.0,1.0,0.0,0.0,36.72249291478018,4
120,1.0,1.0,1.0,1.0,0.0,1.0,36.945163974436745,4
121,1.0,1.0,0.0,1.0,0.0,1.0,37.97795545201047,4
122,0.0,1.0,0.0,1.0,0.0,1.0,38.00879817498125,4
123,0.0,1.0,0.0,1.0,1.0,1.0,38.3031369003526,4
124,0.0,1.0,0.0,1.0,0.0,1.0,39.05719172590992,4
125,0.0,1.0,0.0,1.0,1.0,1.0,39.90237638339737,4
126,0.0,0.0,0.0,1.0,1.0,1.0,39.97184526664811,4
127,1.0,0.0,0.0,1.0,1.0,1.0,40.19274005346809,4
128,1.0,0.0,0.0,0.0,1.0,1.0,40.75014909717753,4
129,1.0,1.0,0.0,0.0,1.0,1.0,41.36703287428305,4
130,1.0,1.0,0.0,0.0,0.0,1.0,41.44186767048906,4
131,1.0,1.0,0.0,0.0,0.0,0.0,41.53273911194254,4
132,0.0,1.0,0.0,0.0,0.0,0.0,41.608439779568144,4
133,1.0,1.0,0.0,0.0,0.0,0.0,41.73347047542454,4
134,1.0,1.0,0.0,0.0,1.0,0.0,41.78075548705009,4
135,1.0,1.0,0.0,0.0,0.0,0.0,42.46604146433234,4
136,1.0,1.0,0.0,0.0,1.0,0.0,42.53099160148311,4
137,0.0,1.0,0.0,0.0,1.0,0.0,42.886553552697144,4
138,0.0,1.0,1.0,0.0,1.0,0.0,43.401720119726576,4
139,0.0,1.0,0.0,0.0,1.0,0.0,43.74526590495529,4
140,0.0,1.0,1.0,0.0,1.0,0.0,44.48918474299765,4
141,0.0,1.0,0.0,0.0,1.0,0.0,44.84052038013476,4
142,0.0,1.0,0.0,0.0,0.0,0.0,46.683970187691834,4
143,0.0,1.0,0.0,1.0,0.0,0.0,47.05707933038574,4
144,1.0,1.0,0.0,1.0,0.0,0.0,47.29080031889119,4
145,1.0,1.0,0.0,0.0,0.0,0.0,47.6303771768888,4
146,1.0,1.0,1.0,0.0,0.0,0.0,47.85249673448459,4
147,1.0,1.0,1.0,1.0,0.0,0.0,48.11232801094796,4
148,1.0,1.0,0.0,1.0,0.0,0.0,48.28271382394162,4
149,0.0,1.0,0.0,1.0,0.0,0.0,48.38263087829372,4
150,0.0,1.0,0.0,1.0,1.0,0.0,48.667169364739934,4
151,0.0,1.0,1.0,1.0,1.0,0.0,49.15771752320163,4
152,0.0,1.0,1.0,1.0,0.0,0.0,49.56466454321384,4
153,1.0,1.0,1.0,1.0,0.0,0.0,49.69002448994997,4
154,1.0,1.0,1.0,0.0,0.0,0.0,50.422255027560446,4
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
1,0.0,0.0,0.0,0.0,0.0,1.0,0.09364004183061514,5
2,0.0,0.0,0.0,0.0,1.0,1.0,0.20215863941867612,5
3,0.0,0.0,0.0,1.0,1.0,1.0,0.920029535199856,5
4,0.0,0.0,1.0,1.0,1.0,1.0,1.2988835802056868,5
5,1.0,0.0,1.0,1.0,1.0,1.0,1.846714806730144,5
6,1.0,0.0,1.0,1.0,1.0,0.0,1.9762412514617427,5
7,1.0,0.0,1.0,0.0,1.0,0.0,2.0821329608690493,5
8,1.0,0.0,1.0,0.0,1.0,1.0,2.20211037453669,5
9,1.0,0.0,1.0,0.0,1.0,0.0,2.328035301567555,5
10,1.0,0.0,0.0,0.0,1.0,0.0,3.028593558927068,5
11,0.0,0.0,0.0,0.0,1.0,0.0,3.390518878706788,5
12,1.0,0.0,0.0,0.0,1.0,0.0,3.7119187375191114,5
13,1.0,1.0,0.0,0.0,1.0,0.0,3.729561281564353,5
14,0.0,1.0,0.0,0.0,1.0,0.0,4.255303013586309,5
15,1.0,1.0,0.0,0.0,1.0,0.0,4.386116659733422,5
16,1.0,0.0,0.0,0.0,1.0,0.0,4.600494425328048,5
17,1.0,0.0,1.0,0.0,1.0,0.0,4.9966627168514215,5
18,1.0,0.0,1.0,0.0,1.0,1.0,5.076500994668019,5
19,1.0,0.0,1.0,0.0,1.0,0.0,6.255841802381326,5
20,1.0,0.0,1.0,0.0,0.0,0.0,6.397015442003192,5
21,1.0,0.0,1.0,1.0,0.0,0.0,7.119850699546685,5
22,1.0,0.0,1.0,1.0,0.0,1.0,7.235764408247232,5
23,1.0,1.0,1.0,1.0,0.0,1.0,7.623753501975107,5
24,1.0,1.0,1.0,1.0,0.0,0.0,8.971652051101742,5
25,1.0,1.0,1.0,1.0,0.0,1.0,9.014942455453145,5
26,1.0,1.0,0.0,1.0,0.0,1.0,9.095686697165721,5
27,0.0,1.0,0.0,1.0,0.0,1.0,9.441288082714092,5
28,0.0,1.0,1.0,1.0,0.0,1.0,9.525282937791452,5
29,0.0,1.0,1.0,1.0,0.0,0.0,9.650561307195328,5
30,0.0,1.0,1.0,1.0,0.0,1.0,10.28938724043977,5
31,1.0,1.0,1.0,1.0,0.0,1.0,10.299172419086808,5
32,1.0,1.0,1.0,1.0,0.0,0.0,10.339134771070773,5
33,1.0,1.0,1.0,0.0,0.0,0.0,11.318791864622668,5
34,1.0,0.0,1.0,0.0,0.0,0.0,11.817123613646183,5
35,1.0,0.0,1.0,0.0,0.0,1.0,12.407271243998723,5
36,1.0,1.0,1.0,0.0,0.0,1.0,12.433975361598842,5
37,0.0,1.0,1.0,0.0,0.0,1.0,13.403147402410127,5
38,0.0,1.0,0.0,0.0,0.0,1.0,13.419283566110952,5
39,0.0,0.0,0.0,0.0,0.0,1.0,14.400211880368703,5
40,0.0,0.0,0.0,0.0,1.0,1.0,14.57304921862933,5
41,0.0,0.0,1.0,0.0,1.0,1.0,14.981400237532489,5
42,0.0,0.0,1.0,0.0,0.0,1.0,15.69766593500879,5
43,0.0,0.0,1.0,0.0,0.0,0.0,15.909217560248234,5
44,0.0,0.0,1.0,0.0,0.0,1.0,16.16761380700034,5
45,0.0,0.0,1.0,0.0,0.0,0.0,17.346242767515406,5
46,0.0,0.0,1.0,1.0,0.0,0.0,18.073274187298377,5
47,1.0,0.0,1.0,1.0,0.0,0.0,19.24897406846138,5
48,0.0,0.0,1.0,1.0,0.0,0.0,19.410068469998887,5
49,0.0,0.0,1.0,1.0,0.0,1.0,19.87284664509219,5
50,0.0,0.0,1.0,1.0,0.0,0.0,20.053340666706127,5
51,1.0,0.0,1.0,1.0,0.0,0.0,20.18323083814787,5
52,1.0,0.0,0.0,1.0,0.0,0.0,20.56319058467815,5
53,1.0,0.0,1.0,1.0,0.0,0.0,20.606901483873326,5
54,1.0,0.0,1.0,1.0,0.0,1.0,20.68920752519949,5
55,1.0,0.0,1.0,1.0,0.0,0.0,21.091583891591274,5
56,1.0,0.0,1.0,0.0,0.0,0.0,21.325448359408856,5
57,1.0,0.0,0.0,0.0,0.0,0.0,22.347080304882677,5
58,1.0,0.0,0.0,0.0,0.0,1.0,22.882539017231586,5
59,1.0,1.0,0.0,0.0,0.0,1.0,22.9971706999259,5
60,1.0,1.0,0.0,0.0,1.0,1.0,23.293249236827428,5
61,1.0,1.0,0.0,0.0,0.0,1.0,23.40665501451647,5
62,1.0,1.0,0.0,0.0,0.0,0.0,23.606049897563757,5
63,1.0,1.0,0.0,0.0,0.0,1.0,23.61020641797762,5
64,1.0,1.0,1.0,0.0,0.0,1.0,23.67740827409696,5
65,0.0,1.0,1.0,0.0,0.0,1.0,23.749257153501265,5
66,1.0,1.0,1.0,0.0,0.0,1.0,23.839740341752666,5
67,1.0,1.0,1.0,0.0,0.0,0.0,24.333378097691533,5
68,1.0,1.0,1.0,0.0,0.0,1.0,24.65288415322115,5
69,1.0,1.0,0.0,0.0,0.0,1.0,24.694583124351954,5
70,1.0,1.0,0.0,0.0,0.0,0.0,24.90393448226774,5
71,1.0,1.0,0.0,0.0,1.0,0.0,25.146203099230004,5
72,1.0,1.0,1.0,0.0,1.0,0.0,26.477933571079753,5
73,1.0,1.0,1.0,0.0,1.0,1.0,26.58586025758971,5
74,1.0,1.0,0.0,0.0,1.0,1.0,27.086444437056226,5
75,1.0,1.0,0.0,0.0,0.0,1.0,27.097266537781792,5
76,1.0,1.0,0.0,0.0,1.0,1.0,27.10948759089138,5
77,1.0,1.0,0.0,0.0,0.0,1.0,27.482517374110046,5
78,1.0,1.0,0.0,0.0,0.0,0.0,28.235891686835593,5
79,1.0,1.0,0.0,0.0,1.0,0.0,28.322221185693046,5
80,1.0,1.0,0.0,0.0,0.0,0.0,28.33406847156507,5
81,1.0,1.0,0.0,0.0,1.0,0.0,30.084729339331197,5
82,1.0,1.0,0.0,0.0,1.0,1.0,30.180760590523747,5
83,1.0,0.0,0.0,0.0,1.0,1.0,30.554983397691167,5
84,1.0,0.0,0.0,0.0,1.0,0.0,30.716364507674754,5
85,1.0,0.0,0.0,1.0,1.0,0.0,32.038825905056896,5
86,1.0,0.0,0.0,1.0,0.0,0.0,32.05207538864971,5
87,1.0,1.0,0.0,1.0,0.0,0.0,32.079364687718694,5
88,1.0,1.0,0.0,1.0,0.0,1.0,33.22846532871593,5
89,1.0,1.0,0.0,1.0,0.0,0.0,33.32694630320138,5
90,1.0,1.0,0.0,1.0,1.0,0.0,33.98097203793956,5
91,1.0,1.0,0.0,1.0,0.0,0.0,35.01446290555657,5
92,1.0,1.0,0.0,1.0,0.0,1.0,35.09458917092456,5
93,0.0,1.0,0.0,1.0,0.0,1.0,35.31524142576581,5
94,1.0,1.0,0.0,1.0,0.0,1.0,36.11132845175901,5
95,0.0,1.0,0.0,1.0,0.0,1.0,36.60610936926559,5
96,1.0,1.0,0.0,1.0,0.0,1.0,36.823171024436576,5
97,1.0,1.0,0.0,1.0,0.0,0.0,36.90734775534761,5
98,1.0,1.0,1.0,1.0,0.0,0.0,36.981073450612215,5
99,1.0,1.0,1.0,1.0,0.0,1.0,37.14020751178603,5
100,1.0,1.0,1.0,0.0,0.0,1.0,37.21573030929003,5
101,1.0,1.0,0.0,0.0,0.0,1.0,37.35452594410918,5
102,0.0,1.0,0.0,0.0,0.0,1.0,37.86406702102929,5
103,0.0,1.0,0.0,0.0,0.0,0.0,37.87983952959364,5
104,1.0,1.0,0.0,0.0,0.0,0.0,37.91952710054115,5
105,1.0,1.0,1.0,0.0,0.0,0.0,38.40675068171344,5
106,1.0,1.0,1.0,1.0,0.0,0.0,38.508155300960624,5
107,1.0,0.0,1.0,1.0,0.0,0.0,38.69247847249717,5
108,1.0,0.0,1.0,0.0,0.0,0.0,38.847683341887475,5
109,1.0,0.0,1.0,0.0,0.0,1.0,39.06929031720101,5
110,1.0,1.0,1.0,0.0,0.0,1.0,39.374090966249014,5
111,1.0,0.0,1.0,0.0,0.0,1.0,39.63538260498769,5
112,1.0,0.0,1.0,1.0,0.0,1.0,40.05878385698314,5
113,1.0,0.0,1.0,1.0,0.0,0.0,40.65313128683599,5
114,1.0,0.0,0.0,1.0,0.0,0.0,40.75023566238966,5
115,1.0,0.0,0.0,0.0,0.0,0.0,41.112285613853324,5
116,1.0,0.0,0.0,0.0,1.0,0.0,41.184317877938376,5
117,1.0,0.0,0.0,1.0,1.0,0.0,41.28063482949284,5
118,1.0,0.0,0.0,1.0,0.0,0.0,41.29375330116129,5
119,1.0,0.0,0.0,0.0,0.0,0.0,41.457565860579585,5
120,1.0,0.0,0.0,0.0,1.0,0.0,41.78266389465923,5
121,1.0,0.0,0.0,0.0,0.0,0.0,42.11317338815825,5
122,0.0,0.0,0.0,0.0,0.0,0.0,42.99975928714662,5
123,0.0,0.0,0.0,1.0,0.0,0.0,43.09370080001503,5
124,0.0,0.0,0.0,0.0,0.0,0.0,43.12635244238679,5
125,0.0,0.0,0.0,0.0,0.0,1.0,43.24040547133507,5
126,1.0,0.0,0.0,0.0,0.0,1.0,43.69941267035907,5
127,0.0,0.0,0.0,0.0,0.0,1.0,43.70202564785564,5
128,0.0,0.0,0.0,1.0,0.0,1.0,43.86860184173392,5
129,0.0,0.0,0.0,1.0,1.0,1.0,43.97572964276519,5
130,0.0,0.0,1.0,1.0,1.0,1.0,45.21725273127242,5
131,0.0,1.0,1.0,1.0,1.0,1.0,45.57088228453098,5
132,0.0,1.0,1.0,1.0,1.0,0.0,46.14154222793999,5
133,0.0,1.0,0.0,1.0,1.0,0.0,46.15155578847828,5
134,0.0,1.0,1.0,1.0,1.0,0.0,46.24224334730503,5
135,0.0,1.0,1.0,1.0,1.0,1.0,46.27988074349259,5
136,0.0,1.0,1.0,1.0,0.0,1.0,46.764938483761064,5
137,1.0,1.0,1.0,1.0,0.0,1.0,47.383131279587076,5
138,1.0,1.0,1.0,1.0,1.0,1.0,47.39122325340812,5
139,1.0,1.0,1.0,0.0,1.0,1.0,47.397611589061384,5
140,1.0,1.0,1.0,0.0,1.0,0.0,47.63088873627538,5
141,1.0,1.0,1.0,0.0,0.0,0.0,47.82591092364842,5
142,1.0,0.0,1.0,0.0,0.0,0.0,48.20058637939899,5
143,1.0,0.0,0.0,0.0,0.0,0.0,48.29098717146046,5
144,1.0,0.0,0.0,1.0,0.0,0.0,48.307485675668694,5
145,1.0,0.0,0.0,1.0,1.0,0.0,48.85594172151056,5
146,1.0,1.0,0.0,1.0,1.0,0.0,48.96614078785819,5
147,0.0,1.0,0.0,1.0,1.0,0.0,49.79292503530009,5
148,0.0,1.0,0.0,1.0,0.0,0.0,50.18974965284759,5
0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,6
1,1.0,1.0,1.0,0.0,1.0,1.0,0.01706037704306621,6
2,1.0,1.0,1.0,0.0,0.0,1.0,1.1315734653608596,6
3,0.0,1.0,1.0,0.0,0.0,1.0,1.2910555893961915,6
4,0.0,1.0,1.0,1.0,0.0,1.0,1.455327231312479,6
5,0.0,0.0,1.0,1.0,0.0,1.0,1.6581257408417087,6
6,0.0,0.0,1.0,0.0,0.0,1.0,2.0593899336939563,6
7,0.0,0.0,0.0,0.0,0.0,1.0,2.7747592537216894,6
8,0.0,0.0,0.0,0.0,1.0,1.0,2.7983407886606746,6
9,0.0,0.0,0.0,0.0,0.0,1.0,2.8592513242644393,6
10,0.0,0.0,0.0,1.0,0.0,1.0,3.193115584764469,6
11,0.0,0.0,0.0,1.0,1.0,1.0,3.61457503763967,6
12,0.0,0.0,0.0,0.0,1.0,1.0,4.215609637953853,6
13,0.0,0.0,0.0,1.0,1.0,1.0,5.011734523133589,6
14,0.0,0.0,0.0,0.0,1.0,1.0,5.349836306677307,6
15,1.0,0.0,0.0,0.0,1.0,1.0,5.616238628565163,6
16,1.0,0.0,0.0,1.0,1.0,1.0,6.511804541535582,6
17,1.0,0.0,1.0,1.0,1.0,1.0,6.713670135396633,6
18,1.0,1.0,1.0,1.0,1.0,1.0,6.828512849580293,6
19,1.0,1.0,1.0,1.0,1.0,0.0,7.246496000632625,6
20,1.0,1.0,1.0,1.0,1.0,1.0,7.623150975783238,6
21,0.0,1.0,1.0,1.0,1.0,1.0,7.781142561972164,6
22,0.0,1.0,0.0,1.0,1.0,1.0,7.839696340499591,6
23,0.0,1.0,0.0,1.0,0.0,1.0,7.903787808747023,6
24,0.0,1.0,1.0,1.0,0.0,1.0,7.949852394547553,6
25,0.0,0.0,1.0,1.0,0.0,1.0,8.117125013454896,6
26,0.0,0.0,1.0,0.0,0.0,1.0,8.43713181442845,6
27,0.0,0.0,0.0,0.0,0.0,1.0,8.544846798713861,6
28,0.0,0.0,0.0,0.0,1.0,1.0,9.121339871857861,6
29,0.0,0.0,0.0,0.0,1.0,0.0,9.777249879706359,6
30,0.0,0.0,0.0,1.0,1.0,0.0,10.106348540850522,6
31,0.0,0.0,0.0,0.0,1.0,0.0,10.329443574577958,6
32,0.0,0.0,1.0,0.0,1.0,0.0,10.815611936222965,6
33,0.0,0.0,1.0,0.0,1.0,1.0,10.901798966638381,6
34,0.0,0.0,1.0,0.0,0.0,1.0,11.235154095840633,6
35,0.0,0.0,1.0,0.0,0.0,0.0,12.479995033165814,6
36,1.0,0.0,1.0,0.0,0.0,0.0,12.781290796041684,6
37,1.0,0.0,0.0,0.0,0.0,0.0,12.993022318772535,6
38,1.0,0.0,0.0,0.0,1.0,0.0,13.582529245326889,6
39,1.0,1.0,0.0,0.0,1.0,0.0,13.605615089890676,6
40,1.0,1.0,0.0,1.0,1.0,0.0,13.701203521122551,6
41,1.0,1.0,1.0,1.0,1.0,0.0,14.682345502402095,6
42,1.0,1.0,1.0,0.0,1.0,0.0,14.934870251758932,6
43,1.0,0.0,1.0,0.0,1.0,0.0,15.30461940178667,6
